"07/08/25 17:09:55","SR-12_Boxculvert_Mon_July_8_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/8/2025   11:00:00 AM","7/8/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_02","30","1.2","55.5","62.0","0","15","10","5","--","--","--","--","30.0","29.6","07/08/25 12:45:00","900","0","0","0","0","0","0","3","12","10","3","2","0","0","0","0","30","0"

"LANE_01","40","1.6","52.9","58.0","0","22","15","3","--","--","--","--","22.5","22.1","07/08/25 13:00:00","900","0","0","0","0","0","2","13","10","11","4","0","0","0","0","0","40","0"
"LANE_02","31","1.5","55.3","61.0","0","17","7","7","--","--","--","--","29.0","28.6","07/08/25 13:00:00","900","0","0","0","0","0","0","6","11","7","6","0","1","0","0","0","31","0"

"LANE_01","31","1.2","49.8","58.0","0","21","10","0","--","--","--","--","29.0","28.7","07/08/25 13:15:00","900","0","0","1","2","2","1","9","7","7","2","0","0","0","0","0","31","0"
"LANE_02","35","1.7","53.7","61.0","0","16","12","7","--","--","--","--","25.7","25.3","07/08/25 13:15:00","900","0","0","0","0","1","1","10","6","10","6","1","0","0","0","0","35","0"

"LANE_01","53","2.0","56.9","63.0","0","31","17","5","--","--","--","--","17.0","16.6","07/08/25 13:30:00","900","0","0","0","0","2","1","2","14","16","15","3","0","0","0","0","53","0"
"LANE_02","42","1.8","51.1","60.0","0","28","9","5","--","--","--","--","21.4","21.0","07/08/25 13:30:00","900","0","0","0","4","2","3","3","14","10","6","0","0","0","0","0","42","0"

"LANE_01","50","2.7","48.8","57.5","2","25","13","10","--","--","--","--","18.0","17.5","07/08/25 13:45:00","900","1","0","0","1","6","6","12","13","6","4","0","1","0","0","0","50","0"
"LANE_02","45","1.8","51.7","60.3","1","32","7","5","--","--","--","--","20.0","19.6","07/08/25 13:45:00","900","1","0","0","0","1","5","10","11","9","7","1","0","0","0","0","45","0"

"LANE_01","45","2.5","49.6","60.7","0","26","11","8","--","--","--","--","20.0","19.5","07/08/25 14:00:00","900","0","0","2","8","3","2","4","8","9","6","3","0","0","0","0","45","0"
"LANE_02","25","1.0","53.3","58.7","0","20","4","1","--","--","--","--","36.0","35.6","07/08/25 14:00:00","900","1","0","0","0","0","1","3","8","9","2","1","0","0","0","0","25","0"

"LANE_01","43","2.1","51.1","58.0","0","22","11","10","--","--","--","--","20.9","20.5","07/08/25 14:15:00","900","0","0","0","0","3","4","10","12","10","4","0","0","0","0","0","43","0"
"LANE_02","49","2.1","50.4","56.2","0","36","5","8","--","--","--","--","18.4","18.0","07/08/25 14:15:00","900","0","0","0","1","2","5","13","14","12","1","1","0","0","0","0","49","0"

"LANE_01","43","1.9","47.7","55.5","0","27","11","5","--","--","--","--","20.9","20.5","07/08/25 14:30:00","900","0","0","1","0","5","7","17","6","6","1","0","0","0","0","0","43","0"
"LANE_02","54","2.5","51.9","57.0","0","39","8","7","--","--","--","--","16.7","16.2","07/08/25 14:30:00","900","0","1","1","0","0","4","10","20","14","4","0","0","0","0","0","54","0"

"LANE_01","39","1.7","51.3","57.0","0","21","15","3","--","--","--","--","23.1","22.7","07/08/25 14:45:00","900","0","1","0","1","2","1","10","14","7","2","0","1","0","0","0","39","0"
"LANE_02","39","1.5","51.5","59.0","0","29","8","2","--","--","--","--","23.1","22.7","07/08/25 14:45:00","900","0","0","0","1","3","3","7","13","7","4","0","1","0","0","0","39","0"

"LANE_01","36","1.4","53.1","58.5","0","24","11","1","--","--","--","--","25.0","24.7","07/08/25 15:00:00","900","0","0","0","0","1","1","8","10","13","3","0","0","0","0","0","36","0"
"LANE_02","54","2.3","51.9","57.5","1","30","16","7","--","--","--","--","16.7","16.3","07/08/25 15:00:00","900","0","1","0","0","0","4","15","17","14","2","1","0","0","0","0","54","0"

"LANE_01","42","1.5","53.6","58.6","1","31","8","2","--","--","--","--","21.4","21.1","07/08/25 15:15:00","900","0","1","0","0","0","1","9","10","17","3","1","0","0","0","0","42","0"
"LANE_02","46","1.7","54.2","59.6","0","31","10","5","--","--","--","--","19.6","19.2","07/08/25 15:15:00","900","0","0","0","0","0","2","9","15","15","5","0","0","0","0","0","46","0"

"LANE_01","50","2.3","51.1","62.5","0","24","20","6","--","--","--","--","18.0","17.6","07/08/25 15:30:00","900","0","0","0","4","6","4","8","11","7","7","2","1","0","0","0","50","0"
"LANE_02","48","1.8","54.0","58.5","0","31","12","5","--","--","--","--","18.8","18.4","07/08/25 15:30:00","900","0","0","0","0","1","0","8","20","16","2","1","0","0","0","0","48","0"

"LANE_01","35","1.6","49.2","55.0","0","21","9","5","--","--","--","--","25.7","25.3","07/08/25 15:45:00","900","0","0","0","0","3","5","9","13","4","1","0","0","0","0","0","35","0"
"LANE_02","54","2.2","51.9","58.5","0","31","17","6","--","--","--","--","16.7","16.3","07/08/25 15:45:00","900","0","0","0","0","0","9","11","19","9","5","1","0","0","0","0","54","0"

"LANE_01","34","1.4","51.2","58.0","0","15","16","3","--","--","--","--","26.5","26.1","07/08/25 16:00:00","900","0","0","0","0","1","9","4","10","5","4","1","0","0","0","0","34","0"
"LANE_02","43","1.7","53.4","60.0","0","26","13","4","--","--","--","--","20.9","20.6","07/08/25 16:00:00","900","0","0","0","0","0","3","7","20","7","4","2","0","0","0","0","43","0"

"LANE_01","38","1.6","52.2","58.5","0","21","13","4","--","--","--","--","23.7","23.3","07/08/25 16:15:00","900","0","0","0","0","0","3","12","13","5","4","0","1","0","0","0","38","0"
"LANE_02","53","2.4","52.3","59.3","0","32","15","6","--","--","--","--","17.0","16.6","07/08/25 16:15:00","900","0","0","0","0","0","4","18","18","7","5","1","0","0","0","0","53","0"

"LANE_01","35","2.2","45.2","55.0","0","24","4","7","--","--","--","--","25.7","25.1","07/08/25 16:30:00","900","0","0","0","5","10","4","1","10","4","0","1","0","0","0","0","35","0"
"LANE_02","47","1.7","55.1","61.0","0","26","19","2","--","--","--","--","19.2","18.8","07/08/25 16:30:00","900","0","0","0","0","1","2","5","14","15","9","0","1","0","0","0","47","0"

"LANE_01","25","1.1","50.4","57.5","0","14","8","3","--","--","--","--","36.0","35.6","07/08/25 16:45:00","900","0","0","0","0","1","3","9","7","2","2","1","0","0","0","0","25","0"
"LANE_02","51","2.2","49.0","57.7","0","37","9","5","--","--","--","--","17.6","17.3","07/08/25 16:45:00","900","0","0","0","0","10","9","6","10","12","4","0","0","0","0","0","51","0"

"LANE_01","50","2.0","52.4","60.0","0","30","15","5","--","--","--","--","18.0","17.6","07/08/25 17:00:00","900","0","0","0","0","2","5","7","21","8","4","3","0","0","0","0","50","0"
"LANE_02","40","1.5","53.6","60.0","0","30","7","3","--","--","--","--","22.5","22.2","07/08/25 17:00:00","900","0","0","1","0","0","1","9","12","11","5","1","0","0","0","0","40","0"

Total Bins:  24
