"07/16/25 17:16:24","US_6_Wed_July_16_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/16/2025   10:00:00 AM","7/16/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_01","59","2.6","68.4","76.0","0","29","13","17","--","--","--","--","15.3","14.9","07/16/25 10:15:00","900","0","0","0","0","0","0","0","3","7","9","13","16","11","0","0","59","0"
"LANE_02","39","1.7","68.3","78.0","0","17","9","13","--","--","--","--","23.1","22.7","07/16/25 10:15:00","900","0","0","0","0","0","0","1","2","4","6","11","6","9","0","0","39","0"

"LANE_01","53","2.5","68.4","80.0","0","30","7","16","--","--","--","--","17.0","16.6","07/16/25 10:30:00","900","0","0","0","0","0","0","0","5","8","9","10","9","8","3","1","53","0"
"LANE_02","48","2.2","63.9","76.0","0","23","13","12","--","--","--","--","18.8","18.3","07/16/25 10:30:00","900","0","0","0","0","0","4","4","7","2","1","12","10","8","0","0","48","0"

"LANE_01","65","3.4","70.2","76.0","0","26","11","28","--","--","--","--","13.8","13.4","07/16/25 10:45:00","900","0","0","0","0","0","0","1","1","3","5","20","22","13","0","0","65","0"
"LANE_02","56","2.6","69.4","76.0","0","22","16","18","--","--","--","--","16.1","15.7","07/16/25 10:45:00","900","0","0","0","0","0","0","0","0","5","6","20","16","9","0","0","56","0"

"LANE_01","59","2.4","71.0","77.0","0","24","21","14","--","--","--","--","15.3","14.9","07/16/25 11:00:00","900","0","0","0","0","0","0","0","4","1","4","13","24","13","0","0","59","0"
"LANE_02","53","1.8","71.7","81.0","0","34","9","10","--","--","--","--","17.0","16.7","07/16/25 11:00:00","900","0","0","0","0","0","0","0","1","3","6","15","11","13","3","1","53","0"

"LANE_01","32","1.4","70.9","77.0","0","16","7","9","--","--","--","--","28.1","27.7","07/16/25 11:15:00","900","0","0","0","0","0","0","0","0","2","2","10","12","5","0","1","32","0"
"LANE_02","52","2.5","67.3","77.0","0","23","9","20","--","--","--","--","17.3","16.9","07/16/25 11:15:00","900","0","0","0","0","0","3","3","4","2","5","10","10","14","1","0","52","0"

"LANE_01","69","2.8","68.4","74.5","0","30","20","19","--","--","--","--","13.0","12.7","07/16/25 11:30:00","900","0","0","0","0","0","0","0","1","6","16","16","21","8","1","0","69","0"
"LANE_02","81","3.6","69.7","75.0","0","41","15","25","--","--","--","--","11.1","10.7","07/16/25 11:30:00","900","0","0","0","0","0","0","0","2","1","10","33","23","12","0","0","81","0"

"LANE_01","70","3.2","66.1","74.5","0","27","21","22","--","--","--","--","12.9","12.4","07/16/25 11:45:00","900","0","0","0","1","0","0","1","3","10","17","19","10","7","1","1","70","0"
"LANE_02","50","2.0","69.0","78.0","0","29","9","12","--","--","--","--","18.0","17.6","07/16/25 11:45:00","900","0","0","0","0","0","0","3","2","4","6","7","15","12","1","0","50","0"

"LANE_01","40","1.8","69.4","77.3","0","19","7","14","--","--","--","--","22.5","22.1","07/16/25 12:00:00","900","0","0","0","0","0","0","1","1","1","10","7","10","9","1","0","40","0"
"LANE_02","69","2.8","66.7","74.0","0","40","12","17","--","--","--","--","13.0","12.7","07/16/25 12:00:00","900","0","0","0","0","0","0","4","2","3","13","25","15","6","1","0","69","0"

"LANE_01","70","3.1","69.7","77.0","1","39","10","20","--","--","--","--","12.9","12.5","07/16/25 12:15:00","900","0","0","1","0","0","0","1","1","2","9","22","18","15","1","0","70","0"
"LANE_02","64","2.3","73.4","81.0","0","34","14","16","--","--","--","--","14.1","13.7","07/16/25 12:15:00","900","0","0","0","0","0","0","0","1","0","2","18","21","17","3","2","64","0"

"LANE_01","62","2.7","70.7","79.7","0","29","15","18","--","--","--","--","14.5","14.1","07/16/25 12:30:00","900","0","0","0","0","0","0","0","0","3","12","11","21","15","0","0","62","0"
"LANE_02","50","1.9","73.5","80.3","0","19","16","15","--","--","--","--","18.0","17.7","07/16/25 12:30:00","900","0","0","0","0","0","0","0","0","0","4","10","19","15","1","1","50","0"

"LANE_01","68","3.2","70.5","79.5","0","32","11","25","--","--","--","--","13.2","12.8","07/16/25 12:45:00","900","0","0","0","0","0","0","0","0","6","11","13","20","16","2","0","68","0"
"LANE_02","83","3.0","71.7","76.7","1","46","11","25","--","--","--","--","10.8","10.5","07/16/25 12:45:00","900","0","0","0","0","0","0","0","1","0","5","26","30","20","1","0","83","0"

"LANE_01","65","2.5","72.1","78.7","1","34","14","16","--","--","--","--","13.8","13.5","07/16/25 13:00:00","900","0","0","0","0","0","1","0","0","3","5","15","18","20","2","1","65","0"
"LANE_02","63","2.8","72.5","79.5","0","24","19","20","--","--","--","--","14.3","13.9","07/16/25 13:00:00","900","0","0","0","0","0","0","0","0","2","5","16","20","17","3","0","63","0"

"LANE_01","74","3.3","67.3","75.7","0","34","20","20","--","--","--","--","12.2","11.8","07/16/25 13:15:00","900","0","0","0","0","0","0","1","5","10","15","14","16","11","1","1","74","0"
"LANE_02","67","2.7","71.8","77.0","1","25","21","20","--","--","--","--","13.4","13.1","07/16/25 13:15:00","900","0","0","0","0","0","0","0","0","0","9","19","23","13","1","2","67","0"

"LANE_01","62","2.9","69.3","78.5","1","25","17","19","--","--","--","--","14.5","14.1","07/16/25 13:30:00","900","1","0","0","0","0","0","0","1","5","14","7","17","16","1","0","62","0"
"LANE_02","50","2.3","69.1","78.5","0","22","11","17","--","--","--","--","18.0","17.6","07/16/25 13:30:00","900","0","0","0","0","0","0","0","1","4","9","18","8","8","2","0","50","0"

"LANE_01","65","3.1","69.2","77.4","0","32","11","22","--","--","--","--","13.8","13.4","07/16/25 13:45:00","900","0","0","0","0","0","0","0","1","3","14","19","14","13","0","1","65","0"
"LANE_02","90","3.6","68.7","77.5","0","48","19","23","--","--","--","--","10.0","9.6","07/16/25 13:45:00","900","0","0","0","0","0","0","3","3","5","20","17","19","23","0","0","90","0"

"LANE_01","57","2.5","66.9","74.0","1","28","11","17","--","--","--","--","15.8","15.4","07/16/25 14:00:00","900","0","0","0","0","0","2","0","1","8","12","14","15","5","0","0","57","0"
"LANE_02","73","2.9","71.2","78.3","0","34","21","18","--","--","--","--","12.3","12.0","07/16/25 14:00:00","900","0","0","0","0","0","1","1","0","0","11","21","18","18","1","2","73","0"

"LANE_01","66","3.1","66.9","74.0","0","28","16","22","--","--","--","--","13.6","13.2","07/16/25 14:15:00","900","0","0","0","0","0","1","0","1","7","16","15","21","5","0","0","66","0"
"LANE_02","60","2.3","73.3","80.0","0","24","17","19","--","--","--","--","15.0","14.7","07/16/25 14:15:00","900","0","0","0","0","0","0","0","0","1","4","13","20","20","2","0","60","0"

"LANE_01","65","2.9","67.6","77.0","0","29","19","17","--","--","--","--","13.8","13.4","07/16/25 14:30:00","900","0","0","0","0","0","0","0","5","11","15","5","13","16","0","0","65","0"
"LANE_02","64","2.4","71.5","77.5","0","39","12","13","--","--","--","--","14.1","13.7","07/16/25 14:30:00","900","0","0","0","0","0","0","0","0","1","4","20","23","16","0","0","64","0"

"LANE_01","57","2.5","70.5","77.5","0","25","15","17","--","--","--","--","15.8","15.4","07/16/25 14:45:00","900","0","0","0","0","0","0","0","0","3","9","14","18","12","1","0","57","0"
"LANE_02","63","2.9","72.4","81.3","0","23","13","27","--","--","--","--","14.3","13.9","07/16/25 14:45:00","900","0","0","0","0","0","0","1","0","2","8","12","16","22","1","1","63","0"

"LANE_01","78","3.2","70.0","78.5","0","39","18","21","--","--","--","--","11.5","11.2","07/16/25 15:00:00","900","0","0","0","0","0","1","0","1","5","14","18","21","16","1","1","78","0"
"LANE_02","63","2.6","71.7","77.5","0","34","9","20","--","--","--","--","14.3","13.9","07/16/25 15:00:00","900","0","0","0","0","0","0","0","0","1","5","17","25","15","0","0","63","0"

