timestamp,class,brake,avoidance,displacement,state
00:00:27:153,j,,,,
00:01:39:287,k,,,,
00:01:41:658,k,,,,
00:01:44:808,j,d,,,
00:01:50:059,j,,,,
00:02:03:819,j,,,,
00:02:21:983,k,,,,
00:02:27:199,k,,,,
00:02:29:156,j,d,,,
00:02:40:161,k,d,,,
00:02:43:171,j,d,,,
00:02:45:269,j,,,,
00:02:47:520,k,,,,
00:03:03:024,k,,,,
00:03:05:490,j,,,,
00:03:44:324,j,,,,
00:03:54:732,j,,,,
00:03:57:337,k,,,,
00:04:03:747,k,,,,
00:04:07:104,j,,,,
00:04:10:247,j,,,,
00:04:36:507,j,,,,
00:04:54:088,j,,,,
00:05:35:252,j,,,,
00:05:39:961,j,,,,
00:05:44:600,k,,,,
00:05:47:104,j,,,,
00:05:49:051,j,d,,,
00:05:56:359,l,,,,
00:05:58:959,j,,,,
00:06:01:218,j,d,,,
00:06:37:861,k,d,,,
00:06:47:007,j,,,,
00:06:50:562,j,,,,
00:07:08:878,k,,,,
00:08:00:234,k,,,,
00:08:04:188,k,,,,
00:08:05:992,j,,,,
00:08:08:087,k,,,,
00:08:10:843,j,d,,,
00:08:43:128,j,,,,
00:08:51:028,j,,,,
00:08:52:382,j,,,,
00:08:54:745,j,d,,,
00:08:56:548,l,,,,
00:08:59:005,j,,,,
00:09:21:251,j,d,,,
00:09:22:271,j,d,,,
00:09:24:131,j,d,,,
00:09:26:326,j,,,,
00:09:31:783,j,d,,,
00:09:32:788,j,d,,,
00:09:34:588,j,,,,
00:09:38:639,j,,,,
00:09:51:245,j,,,,
00:09:57:659,j,,,,
00:10:46:060,k,,,,
00:10:53:063,j,,,,
00:10:55:672,j,d,,,
00:10:59:824,j,d,,,
00:11:11:271,j,,,,
00:11:12:336,j,,,,
00:11:13:787,j,d,,,
00:11:26:193,j,d,b,,
00:12:23:704,j,,,,
00:12:24:609,k,,,,
00:13:06:466,j,,,,
00:13:07:401,j,,,,
00:13:08:702,j,,,,
00:13:09:956,j,,,,
00:14:50:356,k,,,,
00:14:59:105,j,,,,
00:15:18:365,k,d,,,
00:15:20:435,j,,,,
00:15:26:485,k,,,,
00:16:17:839,j,d,,,
00:16:19:790,j,,,,
00:16:21:695,j,d,,,
00:16:31:448,j,d,,,
00:17:06:905,j,,,,
00:17:22:744,j,d,,,
00:17:25:010,j,,,,
00:17:26:811,j,d,,,
00:17:28:612,j,d,,,
00:17:31:214,j,d,,,
00:17:42:670,k,,,,
00:17:53:631,k,,,,
00:17:58:102,j,,,,
00:18:03:407,j,,,,
00:18:39:509,j,,,,
00:18:48:097,j,d,,,
00:19:03:802,j,d,,,
00:19:42:017,j,,,,
00:19:49:169,k,d,,,
00:19:52:914,j,,,,
00:20:06:972,j,,,,
00:20:28:330,k,,,,
00:20:30:306,j,,,,
00:21:18:708,k,,,,
00:21:20:803,k,,,,
00:21:25:609,j,d,,,
00:21:43:409,j,,,,
00:21:57:739,j,d,,,
00:22:36:393,k,,,,
00:22:39:533,k,,,,
00:22:42:434,j,,,,
00:23:07:491,j,d,,,
00:23:12:317,j,,,,
00:23:14:818,j,d,,,
00:23:23:519,k,,,,
00:24:13:826,k,,,,
00:24:30:680,j,,,,
00:25:02:495,j,,,,
00:25:04:328,j,d,,,
00:25:05:178,j,d,,,
00:25:07:582,j,d,,,
00:25:16:529,j,d,,,
00:25:40:044,j,d,,,
00:25:50:064,j,,,,
00:26:01:275,j,,,,
00:26:37:236,j,d,,,
00:26:38:316,j,,,,
00:26:39:522,j,d,,,
00:26:40:775,j,d,,,
00:26:43:678,j,,,,
00:28:58:577,k,,,,
00:29:00:260,j,d,,,
00:29:03:013,j,d,,,
00:29:23:621,j,,,,
00:29:27:290,k,,,,
00:29:31:745,k,,,,
00:29:33:365,j,d,,,
00:29:35:249,j,d,,,
00:29:36:249,j,d,,,
00:29:51:154,j,,,,
00:29:58:149,j,f,,,
00:30:30:674,k,,,,
00:30:34:704,j,,,,
00:30:51:470,j,,,,
00:31:06:675,k,,,,
00:31:09:441,j,d,,,
00:31:11:646,j,,,,
00:31:42:045,j,,,,
00:31:43:928,j,d,,,
00:31:48:828,j,,,,
00:31:51:482,j,d,,,
00:32:14:757,j,d,,,
00:32:33:922,j,,,,
00:33:18:788,j,,,,
00:33:36:733,j,,,,
00:34:32:501,j,,,,
00:34:33:793,j,d,,,
00:34:35:650,j,d,,,
00:35:05:548,j,,,,
00:36:41:142,j,d,,,
00:36:56:086,j,d,,,
00:37:06:751,k,d,,,
00:37:30:810,j,,,,
00:38:09:937,j,,,,
00:38:11:473,j,d,,,
00:38:29:424,j,,,,
00:38:31:046,j,d,,,
00:38:33:844,j,d,,,
00:38:34:794,j,,,,
00:38:35:949,j,d,,,
00:39:01:956,j,d,,,
00:39:45:290,k,,,,
00:39:47:920,j,d,,,
00:39:49:724,j,,,,
00:40:04:475,j,,,,
00:40:26:055,j,,,,
00:40:54:878,j,,,,
00:41:39:144,k,d,,,
00:41:41:888,k,,,,
00:42:47:850,k,,,,
00:42:50:112,j,,,,
00:43:04:359,j,,,,
00:43:25:621,k,,,,
00:43:28:643,j,,,,
00:43:44:447,j,,,,
00:44:00:460,k,,,,
00:44:05:126,j,d,,,
00:44:20:532,j,d,,,
00:45:44:357,j,d,,,
00:46:08:083,j,,,,
00:46:26:514,k,,,,
00:46:30:221,j,,,,
00:47:04:686,k,,,,
00:47:12:059,k,,,,
00:47:31:566,j,d,,,
00:48:15:447,j,,,,
00:48:18:383,j,,,,
00:48:25:834,j,d,,,
00:48:44:197,j,,,,
00:49:17:912,k,,,,
00:49:19:837,j,,,,
00:49:52:668,j,,,,
00:49:55:676,j,,,,
00:50:15:236,j,,,,
00:50:16:596,j,,,,
00:50:23:649,j,d,,,
00:50:55:161,k,d,,,
00:51:24:690,k,,,,
00:51:50:979,k,,,,
00:51:53:097,k,,,,
00:51:56:600,j,,,,
00:51:58:300,k,,,,
00:53:41:263,k,,,,
00:53:42:862,j,d,,,
00:53:45:615,j,d,,,
00:53:56:973,j,,,,
00:54:53:483,k,,,,
00:55:39:588,j,,,,
00:55:40:733,j,,,,
00:55:42:580,j,,,,
00:56:07:495,k,,,,
00:56:09:738,j,,,,
00:56:13:363,j,,,,
00:56:14:916,j,,,,
00:56:17:972,j,,,,
00:56:19:522,j,d,,,
00:56:41:173,j,d,,,
00:56:54:698,k,,,,
00:57:14:410,j,,,,
00:57:16:480,j,,,,
00:58:17:339,j,,,,
00:58:18:793,j,,,,
00:58:20:592,j,d,,,
00:58:22:345,j,d,,,
00:58:24:798,j,,,,
00:58:27:598,j,,,,
00:58:47:853,j,d,,,
00:58:49:624,j,,,,
00:59:02:570,j,,,,
00:59:03:255,j,d,,,
00:59:03:950,j,,,,
00:59:05:737,j,,,,
00:59:43:043,k,,,,
00:59:45:877,j,,,,
00:59:47:031,j,d,,,
01:00:38:534,j,,,,
01:00:40:386,j,,,,
01:00:41:380,j,,,,
01:00:44:031,j,d,,,
01:00:45:541,j,f,,,
01:00:52:536,k,,,,
01:01:09:449,j,,,,
01:01:11:616,k,,,,
01:01:14:468,j,,,,
01:01:16:917,j,,,,
01:03:30:101,j,,,,
01:03:31:352,j,,,,
01:03:32:854,j,d,,,
01:03:34:254,j,d,,,
01:03:43:511,j,,,,
01:03:56:278,k,,,,
01:04:12:781,j,,,,
01:04:14:641,j,,,,
01:04:17:244,j,,,,
01:04:39:251,k,d,,,
01:04:42:323,k,,,,
01:04:46:229,k,,,,
01:04:48:079,j,,,,
01:04:49:235,j,,,,
01:04:51:186,j,d,,,
01:04:52:337,j,,,,
01:04:59:231,j,,,,
01:05:27:392,j,,,,
01:05:29:071,j,,,,
01:06:02:423,j,,,,
01:06:16:408,k,,,,
01:06:18:021,j,d,,,
01:06:20:218,j,,,,
01:06:21:725,j,,,,
01:06:29:027,j,,,,
01:06:43:381,j,,,,
01:07:17:962,k,,,,
01:09:16:531,j,,,,
01:09:18:689,j,,,,
01:09:54:147,j,,,,
01:10:21:084,j,,,,
01:10:54:740,j,,,,
01:11:12:859,j,,,,
01:11:42:632,j,,,,
01:12:06:454,j,,,,
01:12:13:633,j,,,,
01:12:21:232,j,,,,
