timestamp,class,brake,avoidance,displacement,state
00:00:52:257,j,d,b,y,9
00:02:20:954,j,d,,,
00:02:24:222,j,d,,,
00:02:27:709,j,d,,,
00:02:33:374,j,,,,
00:03:50:473,j,d,,,
00:04:13:863,j,,,,
00:04:48:588,j,,b,,
00:04:51:005,j,,,,
00:04:54:499,j,,,,
00:05:09:058,j,d,,,
00:05:52:876,j,,,,
00:05:56:181,j,,b,,
00:06:16:426,j,,,,
00:06:17:759,j,,,,
00:06:34:986,j,,b,,
00:07:07:216,j,,,,
00:09:08:017,j,,,,
00:10:03:489,j,,,,
00:10:06:607,j,d,,,
00:10:22:455,j,,,,
00:10:28:159,j,,,,
00:10:31:757,k,,,,
00:10:33:882,j,,,,
00:10:35:701,j,,,,
00:10:38:715,j,,,,
00:11:16:713,j,,,,
00:11:18:014,j,,,,
00:11:22:127,j,,,,
00:11:50:462,j,,,,
00:11:56:192,j,,,,
00:13:02:809,j,,,,
00:13:07:410,j,,,,
00:13:42:200,j,,,,
00:15:02:314,j,,,,
00:15:08:600,j,d,,,
00:15:24:974,j,,,,
00:15:27:112,j,,,,
00:15:35:344,j,,,,
00:16:27:947,j,,b,,
00:16:28:147,j,,,,
00:16:37:823,j,,b,,
00:16:51:891,j,,,,
00:16:55:066,j,,,,
00:16:57:682,j,,b,,
00:18:07:189,j,,,,
00:18:09:143,j,,,,
00:18:12:210,j,,,,
00:18:53:818,j,,,,
00:19:50:387,j,,,,
00:19:55:688,j,,,,
00:19:58:343,j,,,,
00:19:59:721,j,f,,,
00:20:41:440,j,,,,
00:20:44:979,j,,,,
00:20:47:128,j,,b,,
00:21:32:609,j,d,,,
00:21:42:551,j,,,,
00:21:50:779,j,,,,
00:22:07:167,j,,,,
00:22:15:565,j,,,,
00:22:33:519,j,,,,
00:22:35:065,j,,,,
00:23:30:448,j,,,,
00:23:44:852,j,,,,
00:26:14:990,k,,,,
00:26:17:266,j,,,,
00:26:19:686,j,,,,
00:26:22:361,j,,,,
00:26:28:037,j,d,,,
00:26:50:613,j,d,,,
00:27:29:830,j,,,,
00:27:31:185,j,,,,
00:28:22:463,j,,,,
00:28:25:646,j,,b,,
00:28:29:129,j,d,,,
00:28:31:165,j,d,,,
00:28:41:929,j,,,,
00:28:53:632,j,,,,
00:29:07:997,j,,,,
00:29:39:217,j,,,,
00:29:51:862,j,,,,
00:30:22:729,j,,,,
00:30:55:519,j,,b,,
00:31:06:954,j,,,,
00:31:30:577,j,,b,,
00:32:43:634,j,,,,
00:33:54:606,j,,b,,
00:34:24:180,j,,,,
00:34:36:123,j,d,,,
00:34:41:265,j,d,,,
00:35:23:298,j,,,,
00:35:27:126,j,,,,
00:35:29:815,j,,,,
00:35:32:146,j,,,,
00:35:47:060,j,,,,
00:36:14:969,j,,,,
00:36:33:198,j,,,,
00:36:58:636,j,,,,
00:37:06:999,j,,,,
00:37:38:290,j,,,,
00:37:49:960,j,,,,
00:38:10:560,j,,b,,
00:39:09:308,j,,,,
00:39:18:822,j,,,,
00:41:38:068,j,,,,
00:41:48:565,j,,,,
00:42:23:584,j,d,,,
00:42:41:468,j,d,,,
00:42:43:823,j,d,,,
00:42:51:907,j,f,,,
00:43:09:515,j,,,,
00:43:12:099,j,,b,,
00:44:27:446,k,,,,
00:45:26:376,j,,,,
00:46:06:833,j,,,,
00:46:08:752,j,,,,
00:46:11:382,j,,,,
00:46:14:401,j,,,,
00:46:16:439,j,,,,
00:46:18:146,j,,,,
00:46:19:711,j,,,,
00:46:21:782,j,,,,
00:46:23:650,j,,,,
00:46:26:918,j,,,,
00:46:38:678,j,,b,,
00:47:36:233,j,d,,,
00:47:40:476,j,,,,
00:47:45:513,j,,,,
00:49:54:657,j,d,,,
00:49:57:213,j,,,,
00:49:59:646,j,,,,
00:50:02:510,j,,,,
00:50:04:140,j,d,,,
00:50:05:905,j,,,,
00:51:32:494,j,d,,,
00:51:35:217,j,d,,,
00:52:01:413,j,,,,
00:52:15:068,j,,b,,
00:52:18:670,j,d,,,
00:52:53:107,j,,,,
00:52:56:589,j,,,,
00:53:11:388,j,,,,
00:53:29:826,j,,,,
00:54:06:850,j,,,,
00:55:19:072,j,,,,
00:55:21:006,j,,,,
00:55:23:024,j,d,,,
00:55:25:545,j,,,,
00:55:30:437,j,,,,
00:55:49:929,j,,,,
00:56:52:219,j,,,,
00:56:57:659,j,d,,,
00:57:01:412,j,d,,,
00:57:36:030,j,,,,
00:58:23:500,j,,,,
00:58:25:158,j,,,,
00:59:16:616,j,,,,
01:00:00:170,j,,,,
01:00:04:118,j,d,,,
01:00:08:165,j,,,,
01:01:36:478,k,,,,
01:01:38:363,j,,,,
01:01:40:632,j,,,,
01:01:45:450,j,d,,,
01:01:48:201,j,,b,,
01:03:09:187,j,,,,
01:03:38:290,j,,,,
01:04:00:503,j,,,,
01:05:15:339,j,,,,
01:05:34:519,k,,,,
01:05:37:536,j,,,,
01:05:38:601,j,,,,
01:05:44:006,j,,,,
01:06:10:583,j,,,,
01:06:59:022,j,,,,
01:07:01:240,j,,b,,
01:07:38:376,j,,,,
01:07:41:322,j,d,,,
01:08:08:371,j,d,,,
01:08:10:257,j,,,,
01:08:14:674,j,,,,
01:08:16:471,j,,,,
01:11:13:504,j,,,,
01:12:00:012,j,,,,
01:13:09:384,j,,,,
01:13:26:795,j,,,,
01:13:33:342,j,,,,
01:13:35:709,j,,,,
01:13:37:784,j,,,,
01:13:40:602,j,,,,
01:14:06:089,j,,,,
01:14:09:786,j,,,,
01:14:21:273,j,d,,,
01:14:43:239,j,,,,
01:15:44:112,j,d,,,
01:16:41:093,j,d,,,
01:16:46:712,j,d,,,
01:17:12:680,j,,,,
01:17:41:613,j,,,,
01:21:50:441,j,,,,
01:22:18:522,j,,,,
01:22:20:589,j,,,,
01:22:24:966,j,,,,
01:22:31:652,j,,,,
01:22:54:540,j,,,,
01:22:56:491,j,,,,
01:23:04:266,k,f,,,
01:23:09:856,j,,,,
01:23:12:190,j,,,,
01:23:23:175,j,f,,,
01:23:24:864,j,,,,
01:24:28:243,j,,,,
01:24:57:073,j,,,,
01:24:59:429,j,,,,
01:25:18:213,j,,,,
01:25:41:701,j,,,,
01:25:49:574,j,d,,,
01:25:53:282,j,,,,
01:25:57:070,k,,,,
01:25:59:961,j,,,,
01:26:01:586,j,,,,
01:26:02:804,j,,,,
01:26:38:992,j,,,,
01:27:03:282,j,,,,
01:27:52:363,j,,,,
01:28:12:911,j,,,,
01:28:16:427,j,,,,
01:28:31:470,j,,,,
01:28:33:604,j,,,,
01:29:17:165,j,d,,,
01:29:19:161,j,d,,,
01:29:21:425,j,,,,
01:30:56:578,j,,,,
01:31:42:454,j,,,,
01:31:57:336,j,,,,
01:32:17:478,j,,,,
01:32:39:627,j,,,,
01:33:12:444,j,,,,
01:33:47:011,j,,,,
01:33:51:371,j,,,,
01:33:52:263,j,d,,,
01:35:04:351,l,,b,,
01:35:19:370,j,,b,,
01:37:13:791,j,,,,
01:37:15:527,j,,,,
01:37:18:244,j,,,,
01:37:19:963,j,,,,
01:37:50:448,j,,,,
01:39:43:753,j,,,,
01:39:46:075,j,d,,,
01:39:49:102,j,,,,
01:39:52:830,j,,,,
01:39:54:170,j,d,,,
01:40:00:987,j,,,,
01:40:02:747,j,,,,
01:41:01:939,j,d,,,
01:41:18:553,j,,b,,
01:41:32:346,j,d,,,
01:41:46:097,j,,b,,
01:41:47:564,j,,b,,
01:42:52:046,j,,,,
01:43:38:619,j,,,,
01:43:41:252,j,,,,
01:44:06:745,j,,b,,
