timestamp,class,brake,avoidance,displacement,state
09:42:00:000,,,,,0
09:44:33:402,j,,,,
09:44:34:762,j,,,,
09:45:27:524,j,,,,
09:46:06:335,j,,,,
09:46:11:021,k,,,,
09:46:32:673,j,,,,
09:47:05:747,j,,,,
09:48:05:083,j,,,,
09:48:09:774,j,d,,,
09:48:31:573,k,,,,
09:49:24:766,j,,,,
09:49:57:078,j,,,,
09:50:21:456,j,,,,
09:50:26:109,j,,,,
09:50:51:675,k,,,,
09:50:53:549,j,,,,
09:50:54:799,j,,,,
09:51:08:760,j,,,,
09:51:11:167,j,,,,
09:51:12:684,j,,,,
09:51:19:538,j,,,,
09:52:15:943,j,,,,
09:53:01:750,j,,,,
09:53:05:046,j,,,,
09:53:16:604,j,,,,
09:53:44:112,j,,,,
09:54:05:941,j,,,,
09:54:07:491,j,,,,
09:55:09:394,k,,,,
09:55:21:304,j,,,,
09:55:47:736,j,,,,
09:55:53:516,j,,,,
09:56:36:620,j,,,,
09:56:42:858,k,,,,
09:57:16:870,k,,,,
09:57:18:080,j,,,,
09:57:19:334,j,,,,
09:57:21:296,k,,,,
09:57:22:839,j,,,,
09:57:25:685,j,,,,
09:57:27:506,j,d,,,
09:58:09:062,j,,,,
09:58:15:351,j,,,,
09:58:16:692,j,,,,
09:59:05:161,k,,,,
09:59:49:806,k,,,,
09:59:50:997,j,,,,
10:00:18:666,j,,,,
10:00:33:542,j,,,,
10:00:35:590,j,,,,
10:00:37:393,j,,,,
10:00:41:045,k,,,,
10:00:42:963,j,,,,
10:01:18:566,j,,,,
10:01:37:753,j,,,,
10:02:12:219,k,,,,
10:02:14:654,j,,,,
10:02:15:889,j,,,,
10:02:19:762,j,,,,
10:02:22:197,j,,,,
10:02:40:665,j,d,,,
10:03:05:179,k,,,,
10:03:25:109,k,,,,
10:03:27:725,j,,,,
10:03:30:833,j,,,,
10:03:34:735,k,,,,
10:03:41:940,j,,,,
10:03:47:293,k,,,,
10:03:53:997,k,,,,
10:04:05:006,j,,,,
10:04:07:267,j,,,,
10:04:10:218,j,,,,
10:04:23:525,j,,,,
10:04:38:889,j,,,,
