timestamp,class,brake,avoidance,displacement,state
09:39:00:000,,,,,0
09:39:19:930,k,d,,,
09:40:25:094,j,,,,9
09:40:58:013,j,,,,
09:41:10:099,j,d,,,
09:41:42:103,j,,,,
09:42:18:090,j,,,,
09:42:30:120,j,,,,
09:42:49:268,j,d,,,
09:43:43:694,j,,,,9
09:43:50:749,j,,,,
09:44:33:963,j,,,,
09:45:20:206,k,,,,9
09:45:23:201,j,,,,
09:45:51:111,j,,,,
09:45:51:411,j,,,,9
09:46:00:382,j,,,,
09:46:11:194,j,,,,
09:46:40:455,j,,,,
09:46:56:633,j,,,,
09:47:12:153,j,,,,
09:48:31:816,j,,,,9
09:48:52:489,k,,,,
09:49:36:776,j,,,,
09:49:37:654,j,d,,,
09:49:52:772,k,d,,,
09:50:35:838,j,,,,
09:51:39:335,k,d,,,
09:51:53:074,j,,,,
09:51:58:192,j,,,,9
09:52:01:161,j,,,,9
09:52:12:216,k,,,,
09:52:23:224,j,,,,9
09:52:23:524,k,,,,
09:52:37:192,j,,,,
09:52:42:752,j,,,,
09:52:45:053,j,,,,9
09:54:17:608,j,,,,
09:54:28:450,k,d,,,
09:54:38:563,k,d,,,
09:55:05:623,j,,,,
09:55:43:448,j,,,,
09:55:58:935,k,,,,
09:56:40:754,j,,,,
09:56:52:902,j,d,,,
09:57:04:067,j,,,,
09:57:06:226,j,,,,
09:57:51:027,j,,,,9
09:58:39:324,k,,,,
09:58:48:326,j,,,,
09:59:23:279,j,,,,
10:00:04:867,j,,,,
10:00:36:657,j,,,,
10:02:05:688,k,d,,,
10:02:14:828,k,,,,
10:02:28:839,j,,,,
10:02:30:339,j,,,,9
10:02:41:249,j,,,,
10:02:45:112,k,d,,,
10:03:18:773,k,,,,
10:03:32:453,j,,,,
10:04:04:812,j,,,,
10:04:07:696,j,,,,
10:04:37:098,k,,,,
10:04:55:475,j,,,,
10:05:47:898,j,,,,
10:05:54:153,j,,,,9
10:05:59:709,k,,,,
10:06:06:563,j,,,,
10:06:29:569,j,,,,9
10:06:51:691,j,,,,
10:07:50:963,k,,,,
10:08:22:575,k,,,,
10:08:30:107,k,,,,
10:08:53:713,j,,,,
10:09:07:486,k,d,,,9
10:09:07:986,j,,,,
10:09:42:053,k,,,,
10:10:15:285,j,,,,
10:10:38:820,k,,,,
10:10:47:991,j,,,,
