timestamp,class,brake,avoidance,displacement,state
08:13:00:000,,,,,0
08:14:09:584,k,,,,
08:14:13:448,j,,,,
08:14:16:131,k,,,,
08:14:17:381,j,,,,
08:14:25:481,j,d,,,
08:15:46:989,j,,,,
08:15:50:085,j,,b,,
08:16:45:046,j,,,,
08:17:40:035,j,,,,
08:18:14:766,j,,,,
08:18:19:116,j,,,,
08:18:38:418,j,,,,
08:19:25:343,k,,,,
08:19:27:037,j,,,,
08:19:30:937,j,,,,
08:19:59:438,k,,,,
08:20:04:709,j,,,,
08:20:21:328,k,d,,,
08:20:23:856,j,,,,
08:20:41:388,j,,,,
08:22:39:949,k,,,,
08:22:42:037,j,,,,
08:24:00:175,j,d,,,
08:24:38:777,j,,,,
08:25:40:311,j,,,,
08:26:40:489,j,,,,
08:26:43:124,j,,,,
08:27:20:876,k,,b,,
08:27:49:414,j,,,,
08:28:02:569,j,,,,
08:28:11:158,j,,,,
08:28:13:155,j,,,,
08:28:20:686,j,,,,
08:28:25:385,j,,,,
08:29:04:795,j,d,,,
08:30:35:183,k,,,,
08:30:36:546,j,,,,
08:30:39:840,j,,,,
08:30:40:751,j,,,,
08:31:23:406,j,,,,
08:32:14:826,j,,,,
08:32:49:162,j,,,,
08:32:51:916,j,,,,
08:32:53:545,j,,,,
08:35:02:516,j,,,,
08:36:46:797,j,,,,
08:36:50:019,j,,,,
08:36:53:526,j,,,,
08:36:54:817,j,,,,
08:36:56:165,j,,,,
08:38:25:738,j,,,,
08:40:33:051,j,,,,
08:44:07:853,j,,,,
08:46:11:368,j,,,,
08:47:37:874,j,,,,
08:47:56:366,k,,,,
08:48:53:001,j,,,,
08:49:35:578,j,,,,
08:49:51:955,j,d,,,
08:51:06:562,j,d,,,
08:51:23:584,j,,,,
08:51:27:024,j,,,,
08:52:38:082,k,,,,
08:52:42:121,j,,,,
08:52:48:621,j,,,,
08:53:23:102,j,,,,
08:54:12:363,j,,,,
08:54:13:947,j,,,,
08:54:27:706,j,,,,
08:54:32:826,j,,,,
08:55:09:500,j,,,,
08:56:30:323,j,,,,
08:58:18:434,j,,,,
09:00:43:074,k,d,,,
09:00:46:485,j,,,,
09:00:48:435,j,,,,
09:00:50:434,j,,,,
09:00:52:406,j,,,,
09:00:58:096,j,,,,
09:03:05:651,j,,b,,
09:04:26:949,j,,,,
09:04:59:570,j,d,,,
09:05:03:563,j,,,,
09:05:25:985,j,,,,
09:05:37:462,k,d,,,
09:05:42:805,j,,,,
09:05:44:155,j,d,,,
09:05:47:051,j,,,,
09:05:50:242,j,,,,
09:06:05:992,j,,,,
09:06:09:342,j,,,,
09:06:16:422,j,d,,,
09:07:16:293,j,,,,
09:07:17:793,j,d,,,
09:07:35:632,j,,,,
09:07:38:432,j,,,,
09:07:45:891,j,,,,
09:07:49:600,j,,,,
09:08:58:400,j,,,,
09:09:30:176,j,f,,,
09:09:32:019,j,,,,
09:09:51:659,j,,,,
09:10:35:874,j,,,,
09:10:37:998,j,,,,
09:10:40:461,j,,,,
09:10:43:451,k,,,,
09:11:01:615,j,,,,
09:11:03:989,j,,,,
09:11:37:630,j,,,,
09:13:37:465,j,,b,,
09:13:38:615,k,,,,
09:13:43:492,j,,,,
09:14:14:235,j,,,,
09:14:18:090,k,d,,,
09:14:20:164,j,,,,
09:14:23:936,j,,,,
09:14:27:146,j,,,,
09:14:29:144,j,,,,
09:15:44:212,j,f,,,
09:15:49:985,j,,,,
09:15:51:885,j,d,,,
09:15:56:309,j,,,,
09:15:59:507,j,,,,
09:17:11:206,k,d,,,
09:17:51:819,l,,b,,
09:17:54:819,l,,b,,
09:17:59:436,k,,,,
09:20:04:777,j,,,,
09:21:56:384,j,,,,
09:21:58:162,j,,,,
09:22:23:423,j,,,,
09:24:39:892,k,,,,
09:24:44:523,j,,,,
09:24:45:923,j,,,,
09:24:47:985,j,,,,
09:24:55:181,j,,,,
09:24:59:851,j,d,,,
09:25:13:783,j,,,,
09:26:06:707,j,,,,
09:26:08:907,j,,,,
09:27:41:444,j,,,,
09:27:42:957,j,,,,
09:27:45:476,j,d,,,
09:28:41:204,j,,,,
