timestamp,class,brake,avoidance,displacement,state
13:41:00:000,,,,,0
13:41:02:557,j,,,,
13:41:03:857,j,,,,
13:41:13:260,j,,,,
13:41:46:141,j,,,,
13:41:47:491,j,,,,
13:41:48:591,j,,,,
13:42:07:107,k,,,,
13:42:12:474,k,,,,
13:42:18:875,j,,,,
13:42:21:286,j,,,,
13:43:19:910,j,,,,
13:43:22:361,j,,,,
13:44:20:917,j,,,,
13:44:44:473,j,,,,
13:44:46:273,j,,,,
13:44:54:200,k,,,,
13:44:55:941,j,,,,
13:44:57:644,j,,,,
13:45:00:244,j,,,,
13:45:15:110,k,,,,
13:45:31:175,k,,,,
13:45:34:389,k,,,,
13:45:36:185,j,,,,
13:45:39:178,j,,,,
13:45:51:534,j,,,,
13:46:15:563,k,,,,
13:46:17:573,k,,,,
13:46:24:725,j,,,,
13:46:39:675,j,,b,,
13:46:49:759,k,,,,
13:46:53:920,k,,,,
13:46:55:976,j,,,,
13:47:01:511,j,,,,
13:47:29:931,k,,,,
13:47:31:862,j,,,,
13:47:33:212,j,,,,
13:47:36:962,j,,,,
13:48:00:918,j,,,,
13:48:14:444,j,,,,
13:48:21:188,j,,,,
13:48:22:288,j,,,,
13:48:36:563,j,,,,
13:48:46:565,j,,,,
13:48:49:694,j,,,,
13:48:51:527,j,,,,
13:48:52:629,k,,,,
13:49:16:894,k,,,,
13:49:43:020,j,,,,
13:49:58:095,k,,,,
13:50:01:055,j,,,,
13:50:06:974,k,,,,
13:50:09:114,j,f,,,
13:50:09:913,j,,,,
13:50:12:466,j,,,,
13:50:46:763,k,,,,
13:50:49:019,j,,,,
13:50:53:521,j,,,,
13:50:54:471,j,,,,
13:50:56:312,j,,,,
13:51:37:782,k,,,,
13:51:39:632,j,,,,
13:51:47:157,k,,,,
13:51:53:875,k,,,,
13:51:56:921,j,,,,
13:51:59:974,j,,,,
13:52:00:978,j,,,,
13:52:02:578,j,,,,
13:52:23:533,j,,,,
13:52:25:848,j,,,,
13:53:06:607,k,,,,
13:54:28:492,k,,,,
13:54:32:344,j,,,,
13:54:34:230,j,,,,
13:54:52:842,j,,,,
13:54:56:416,j,,,,
13:54:57:466,j,d,,,
13:54:58:016,j,d,,,
13:55:01:969,j,,,,
13:55:04:973,j,,,,
13:55:12:566,j,,,,
13:55:27:283,j,,,,
13:55:40:947,j,,,,
13:55:53:166,j,,,,
13:56:24:329,j,,,,
13:56:32:255,j,,,,
13:57:07:812,k,,,,
13:57:39:254,j,,,,
13:57:41:031,j,,,,
13:57:46:969,j,,,,
13:58:08:977,j,,b,,
13:58:31:109,k,,,,
13:58:41:180,j,,,,
13:59:03:190,j,,,,
13:59:19:130,k,,,,
13:59:24:490,k,,,,
13:59:27:698,j,,,,
13:59:29:234,j,,,,
13:59:38:103,j,,,,
13:59:47:514,j,,,,
14:00:27:569,k,,,,
14:00:35:607,j,,,,
14:01:21:374,j,,,,
14:01:24:370,j,,,,
14:01:27:166,j,,,,
14:01:58:869,j,,,,
14:02:00:169,j,,,,
14:02:04:908,j,,,,
14:02:06:308,j,,,,
14:02:11:656,j,,,,
14:02:13:306,j,,,,
14:02:25:614,j,,,,
14:02:44:728,j,,,,
14:02:46:740,j,,,,
14:02:48:981,j,,,,
14:02:51:085,j,,,,
14:02:52:388,j,,,,
14:02:59:355,k,,,,
14:03:09:209,j,,,,
14:03:13:019,j,,,,
14:03:29:427,k,,,,
14:03:50:276,k,,,,
14:03:57:664,j,d,,,
14:04:25:174,k,,,,
14:04:28:381,j,,,,
14:04:29:501,j,,,,
14:04:37:198,j,,,,
14:04:59:657,j,,,,
14:05:01:366,j,,,,
14:05:04:718,j,,,,
14:05:06:072,j,,,,
14:05:24:336,j,,,,
14:05:56:957,j,,,,
14:05:58:557,j,,,,
14:05:59:421,j,,,,
14:06:00:420,j,,,,
14:06:02:020,j,,,,
14:06:02:770,j,,,,
14:06:03:570,j,,,,
14:06:04:880,l,,,,
14:06:26:581,j,,,,
14:06:37:216,j,,,,
14:06:39:022,j,,,,
14:07:14:282,j,,,,
14:07:16:049,j,,,,
14:07:17:352,j,,,,
14:08:18:517,k,,,,
14:08:20:217,j,,,,
14:08:26:180,j,,,,
14:08:28:073,j,,,,
14:08:29:822,j,,,,
14:08:31:075,j,,,,
14:08:52:879,j,,,,
14:09:09:314,j,,,,
14:09:29:477,j,,,,
14:09:31:686,j,,,,
14:09:54:402,j,,,,
14:10:01:125,j,,,,
14:10:01:925,j,,,,
14:10:09:184,j,,,,
14:10:11:291,j,,,,
14:10:12:641,j,,,,
14:10:32:745,j,,,,
14:10:41:262,j,,,,
14:10:44:468,j,,,,
14:11:13:375,j,,,,
14:11:16:252,j,d,,,
14:11:22:292,j,,,,
14:11:42:114,j,,,,
14:11:43:519,j,,,,
14:12:36:485,j,,,,
14:13:15:140,k,,,,
14:13:21:426,j,,,,
14:13:26:582,k,,,,
14:13:28:372,j,,,,
14:13:46:490,j,,,,
14:13:52:506,j,,,,
14:13:53:556,j,,,,
14:14:05:216,j,d,,,
14:14:06:911,j,,,,
14:14:34:576,j,,,,
14:14:35:776,j,,,,
14:15:03:104,j,,,,
14:16:00:535,j,,,,
14:16:02:926,j,,,,
14:17:10:394,k,,,,
14:17:12:207,j,,,,
14:17:37:262,k,,,,
14:18:31:248,j,,,,
14:18:43:706,j,d,,,
14:18:47:200,j,,,,
14:18:49:200,j,,,,
14:19:01:620,k,,,,
14:19:51:381,k,,,,
14:19:52:381,j,,,,
14:19:53:364,j,,,,
14:19:56:878,j,,,,
14:20:13:439,j,,,,
14:20:15:408,j,,,,
14:20:36:707,k,d,,,
14:20:39:614,j,,,,
14:20:51:583,j,,,,
14:21:06:745,k,,,,
14:21:30:602,k,,,,
14:21:51:335,j,,,,
14:22:24:303,j,,,,
14:22:25:803,j,d,,,
14:22:26:868,j,,,,
14:23:27:276,k,,,,
14:23:29:583,j,,,,
14:23:31:387,j,,,,
14:23:33:337,j,,,,
14:23:40:151,k,,,,
14:23:42:697,j,,,,
14:23:45:300,j,,,,
14:24:09:919,j,,,,
14:24:12:045,j,,,,
