timestamp,class,brake,avoidance,displacement,state
00:00:49:401,j,d,b,y,9
00:01:08:656,k,,,,
00:01:11:983,k,,,,
00:01:14:283,j,,,,
00:01:16:134,j,,,,
00:01:18:583,j,,,,
00:01:20:238,j,,,,
00:01:32:486,j,,,,
00:01:35:901,j,,,,
00:01:38:300,j,,,,
00:02:04:806,j,,,,
00:02:06:431,j,,,,
00:02:24:484,j,,,,
00:02:30:252,j,,,,
00:02:32:359,j,,,,
00:02:33:505,j,,,,
00:02:35:263,j,,,,
00:02:43:356,j,,,,
00:02:55:833,j,,,,
00:03:06:432,j,,,,
00:04:18:016,j,,,,
00:04:19:112,j,,,,
00:04:20:368,j,,,,
00:05:16:535,j,,,,
00:05:50:770,j,d,,,
00:05:52:611,j,,,,
00:05:54:612,j,d,,,
00:05:55:965,j,,,,
00:05:56:965,j,,,,
00:05:58:810,k,,,,
00:06:00:167,j,d,,,
00:06:25:788,j,,,,
00:07:02:894,j,,,,
00:07:05:880,j,,,,
00:07:07:535,j,,,,
00:07:10:633,j,,,,
00:07:17:938,k,,,,
00:07:46:168,j,,,,
00:07:48:472,j,,,,
00:08:01:627,j,,,,
00:08:48:145,j,,,,
00:08:49:030,j,,,,
00:08:50:987,j,,,,
00:08:52:739,j,,,,
00:09:01:405,j,,,,
00:09:06:759,j,,,,
00:09:11:062,j,,,,
00:09:34:327,j,,,,
00:09:36:393,j,,,,
00:09:37:945,j,,,,
00:09:39:996,j,,,,
00:09:43:943,j,,,,
00:09:48:104,j,,,,
00:09:52:554,j,,,,
00:09:55:258,j,,,,
00:09:56:063,k,,,,
00:10:46:870,j,,,,
00:10:51:124,j,,,,
00:11:27:620,j,,,,
00:11:28:951,j,,,,
00:11:30:407,j,,,,
00:11:32:655,j,,,,
00:11:34:210,j,,,,
00:11:35:710,j,,,,
00:11:38:961,j,,,,
00:11:40:316,j,,,,
00:11:43:762,k,,,,
00:11:46:272,j,,,,
00:11:49:625,k,,,,
00:11:52:229,j,,,,
00:11:52:979,j,,,,
00:11:54:333,j,,b,,
00:11:55:778,j,,,,
00:11:57:333,j,,,,
00:11:58:778,j,,,,
00:12:00:634,j,,,,
00:12:02:639,j,,,,
00:12:03:943,j,,,,
00:12:05:184,j,,,,
00:12:08:187,j,,,,
00:12:09:443,j,,,,
00:12:27:200,j,,,,
00:12:32:413,j,,,,
00:12:34:668,k,d,,,
00:12:37:071,j,d,,,
00:12:39:822,j,,,,
00:12:43:779,j,,,,
00:12:46:584,j,,,,
00:12:57:884,j,,,,
00:13:01:644,j,,,,
00:13:20:949,j,,,,
00:13:24:669,j,,,,
00:14:00:026,j,,,,
00:14:02:059,j,,,,
00:14:06:608,j,,,,
00:14:09:313,j,,,,
00:14:10:718,j,,,,
00:14:12:263,j,,,,
00:14:13:865,j,,,,
00:14:23:221,j,,,,
00:15:10:792,k,,,,
00:15:19:400,j,,,,
00:15:21:230,j,,,,
00:15:33:341,j,,,,
00:15:35:151,j,f,,,
00:15:36:600,j,,,,
00:15:38:355,j,,,,
00:15:40:854,j,,,,
00:15:59:316,j,,,,
00:16:02:477,j,,,,
00:16:10:184,j,,,,
00:16:11:689,j,,,,
00:16:33:618,j,,,,
00:16:35:909,j,,,,
00:16:44:279,j,,,,
00:16:46:667,j,d,,,
00:17:30:643,j,,,,
00:17:34:319,j,,,,
00:17:49:681,k,d,,,
00:18:39:711,k,,,,
00:19:29:364,j,,,,
00:19:35:348,k,,,,
00:19:37:049,j,,,,
00:19:39:002,j,,,,
00:19:47:658,j,,,,
00:19:49:212,j,,,,
00:19:54:914,k,,,,
00:19:58:219,j,,,,
00:19:59:672,j,,,,
00:20:01:122,j,,,,
00:20:03:027,j,,,,
00:20:05:375,j,,,,
00:20:33:445,j,,,,
00:20:35:907,j,,,,
00:20:37:210,j,,,,
00:20:39:061,j,,,,
00:20:56:695,j,,,,
00:21:14:506,j,,,,
00:21:19:753,j,,,,
00:21:38:500,j,,,,
00:21:40:076,j,,,,
00:21:50:083,j,,,,
00:22:20:066,k,,,,
00:22:28:722,k,,,,
00:22:30:927,j,,,,
00:23:00:019,k,,,,
00:23:02:458,j,,,,
00:23:03:953,k,d,,,
00:23:06:607,j,,,,
00:23:08:362,j,,,,
00:23:10:262,j,,,,
00:23:15:868,j,,,,
00:23:34:471,j,,,,
00:23:50:551,k,,,,
00:23:53:055,j,,,,
00:24:00:324,j,,,,
00:24:01:619,j,,,,
00:24:12:613,j,,,,
00:24:14:073,j,,,,
00:24:32:230,j,,,,
00:24:41:052,j,,,,
00:24:44:309,j,,,,
00:24:51:513,k,,,,
00:24:56:717,j,,,,
00:24:59:921,j,,,,
00:25:14:293,j,,,,
00:25:22:995,j,,,,
00:25:24:247,j,,,,
00:25:32:950,j,,,,
00:26:04:422,j,,,,
00:26:05:987,j,,,,
00:26:23:802,j,,,,
00:26:25:657,j,,,,
00:26:52:319,j,,,,
00:27:08:435,j,,,,
