timestamp,class,brake,avoidance,displacement,state
00:00:36:863,j,d,b,y,0
00:00:48:994,j,,,,9
00:01:20:109,j,d,,,
00:01:34:539,j,,,,
00:01:35:239,j,,,,9
00:01:46:248,k,,,,9
00:01:56:061,j,,,,9
00:01:58:325,j,,,,
00:02:04:022,j,,,,9
00:02:08:379,j,,,,9
00:02:16:292,j,,,,9
00:02:31:295,j,,,,9
00:03:04:806,j,,,,9
00:03:10:293,j,,,,9
00:03:23:748,j,,,,
00:03:55:560,j,,,,
00:04:07:995,j,,,,9
00:04:16:211,j,,,,
00:04:26:411,j,,,,
00:04:30:976,j,,,,
00:05:21:186,j,,,,9
00:05:43:500,j,d,,,9
00:05:46:449,j,,,,9
00:05:51:304,j,d,,,9
00:06:25:756,j,,,,9
00:06:30:945,j,,,,9
00:06:32:849,j,,,,
00:06:36:300,j,,,,9
00:06:38:756,j,,,,9
00:06:45:090,j,d,,,9
00:06:50:486,k,d,,,9
00:08:18:986,j,d,,,9
00:08:29:262,j,,,,
00:08:29:662,j,d,,,9
00:08:38:621,j,,,,9
00:08:46:751,j,,,,9
00:09:03:042,k,,,,9
00:09:07:711,j,,,,9
00:09:09:910,j,,,,9
00:09:17:623,j,,,,9
00:09:42:897,j,,,,9
00:09:53:349,k,d,,,9
00:09:59:058,j,,,,
00:10:03:081,j,,,,9
00:10:30:973,j,,,,9
00:10:41:801,j,,,,9
00:11:19:765,j,,,,9
00:11:23:306,j,,,,9
00:11:38:111,j,,,,
00:11:45:543,j,,,,9
00:11:52:677,k,d,,,9
00:11:57:234,j,,,,9
00:11:59:639,j,d,,,
00:12:07:784,j,d,,,9
00:12:33:210,j,,,,
00:12:33:610,j,,,,9
00:13:12:768,j,,,,9
00:13:17:138,j,,,,9
00:13:40:969,j,,,,9
00:14:03:846,j,,,,9
00:14:33:562,j,,,,9
00:14:37:038,k,,,,9
00:14:37:338,j,,,,
00:14:43:919,j,,,,9
00:14:49:368,j,,,,9
00:14:51:018,j,,,,9
00:14:54:264,j,f,,,9
00:15:09:861,j,,,,9
00:15:17:347,j,,,,9
00:15:41:932,j,,,,9
00:16:04:535,j,,,,9
00:16:10:098,j,,,,9
00:16:21:394,j,,,,
00:16:25:000,j,,,,
00:16:31:251,j,,,,9
00:17:21:825,k,d,,,9
00:18:05:132,k,,,,9
00:18:14:823,j,d,,,9
00:18:19:165,j,,,,9
00:18:20:065,j,,,,
00:18:37:821,j,,,,
00:18:51:143,j,d,,,9
00:19:01:028,j,,,,9
00:19:16:038,j,,,,
00:19:16:638,k,,,,9
00:19:18:632,j,,,,
00:19:28:997,j,f,,,9
00:19:39:502,j,,,,9
00:20:14:282,j,,,,
00:20:24:147,k,,,,9
00:20:32:660,j,,,,
00:20:39:136,j,,,,9
00:20:45:895,j,,,,9
00:21:03:253,j,,,,9
00:21:29:216,j,,,,9
00:21:50:185,j,,,,9
00:21:51:486,j,,,,9
00:22:16:295,j,,,,9
00:22:17:095,j,,,,
00:22:18:110,j,,,,
00:22:37:563,j,,,,9
00:22:49:143,j,d,,,9
00:23:02:314,j,,,,9
00:23:02:464,j,,,,
00:23:23:555,j,f,,,
00:24:38:855,j,d,,,9
00:24:40:656,j,,,,
00:24:46:001,k,d,,,
00:24:49:912,j,,,,
00:24:58:202,j,,,,9
00:25:19:069,j,,,,9
00:25:45:911,j,d,,,9
00:25:55:996,j,,,,
00:25:57:130,j,,,,
00:25:58:880,j,,,,9
00:26:22:639,j,,,,9
00:26:28:009,j,d,,,9
00:26:31:714,j,,,,9
00:27:00:729,j,,,,9
00:27:15:015,j,,,,9
00:27:23:124,j,,,,9
00:28:30:770,k,,,,9
00:28:34:510,j,,,,
00:28:36:403,j,d,,,9
00:28:47:498,j,,,,
00:28:54:257,k,,,,9
00:29:03:766,k,,,,9
00:29:06:023,k,,,,9
00:29:11:621,k,d,,,9
00:30:28:901,j,,,,9
00:30:55:523,j,,,,9
00:30:58:748,j,,,,
00:31:04:087,j,,,,9
00:31:17:195,k,,,,9
00:31:17:795,j,d,,,
