"site","unit","date","time","speed_85","strip_spacing"
"us6","w2",2025-07-17,2025-07-17 14:30:00,75.3,"45"
"us6","w2",2025-07-17,2025-07-17 14:45:00,76.5,"45"
"us6","w2",2025-07-17,2025-07-17 15:00:00,75,"45"
"us6","w2",2025-07-17,2025-07-17 15:15:00,77.7,"45"
"us6","w2",2025-07-17,2025-07-17 15:30:00,75,"45"
"us6","w2",2025-07-17,2025-07-17 15:45:00,74.5,"45"
"us6","w2",2025-07-17,2025-07-17 16:00:00,75.3,"45"
"us6","w2",2025-07-17,2025-07-17 16:15:00,77.3,"45"
"us6","w2",2025-07-17,2025-07-17 16:30:00,73.8,"45"
"us6","w2",2025-07-17,2025-07-17 16:45:00,76.7,"45"
"us6","w2",2025-07-17,2025-07-17 17:00:00,77.5,"45"
"us6","w1",2025-07-18,2025-07-18 10:00:00,77,"20"
"us6","w1",2025-07-18,2025-07-18 10:15:00,78.5,"20"
"us6","w1",2025-07-18,2025-07-18 10:30:00,78,"20"
"us6","w1",2025-07-18,2025-07-18 10:45:00,76.5,"20"
"us6","w1",2025-07-18,2025-07-18 11:00:00,77.8,"20"
"us6","w1",2025-07-18,2025-07-18 11:15:00,78.7,"20"
"us6","w1",2025-07-18,2025-07-18 11:30:00,76.5,"20"
"us6","w1",2025-07-18,2025-07-18 11:45:00,78,"20"
"us6","w1",2025-07-18,2025-07-18 12:00:00,80.4,"20"
"us6","w1",2025-07-18,2025-07-18 12:15:00,77.5,"20"
"us6","w1",2025-07-18,2025-07-18 12:30:00,75,"20"
"us6","w1",2025-07-18,2025-07-18 12:45:00,75.8,"20"
"us6","w1",2025-07-18,2025-07-18 13:00:00,76,"20"
"us6","w1",2025-07-18,2025-07-18 13:15:00,80,"20"
"us6","w1",2025-07-18,2025-07-18 13:30:00,77,"20"
"us6","w1",2025-07-18,2025-07-18 13:45:00,75.7,"20"
"us6","w1",2025-07-18,2025-07-18 14:00:00,76.7,"20"
"us6","w1",2025-07-18,2025-07-18 14:15:00,78.7,"20"
"us6","w1",2025-07-18,2025-07-18 14:30:00,79.5,"20"
"us6","w1",2025-07-18,2025-07-18 14:45:00,77.5,"20"
"us6","w1",2025-07-18,2025-07-18 15:00:00,79.8,"20"
"us6","w1",2025-07-18,2025-07-18 15:15:00,79.3,"20"
"us6","w1",2025-07-18,2025-07-18 15:30:00,78.5,"20"
"us6","w1",2025-07-18,2025-07-18 15:45:00,79,"20"
"us6","w1",2025-07-18,2025-07-18 16:00:00,78,"20"
"us6","w1",2025-07-18,2025-07-18 16:15:00,76.5,"20"
"us6","w1",2025-07-18,2025-07-18 16:30:00,77,"20"
"us6","w1",2025-07-18,2025-07-18 16:45:00,77,"20"
"us6","w2",2025-07-18,2025-07-18 10:15:00,77.5,"20"
"us6","w2",2025-07-18,2025-07-18 10:30:00,75.5,"20"
"us6","w2",2025-07-18,2025-07-18 10:45:00,74.7,"20"
"us6","w2",2025-07-18,2025-07-18 11:00:00,77.5,"20"
"us6","w2",2025-07-18,2025-07-18 11:15:00,77,"20"
"us6","w2",2025-07-18,2025-07-18 11:30:00,75.3,"20"
"us6","w2",2025-07-18,2025-07-18 11:45:00,75.5,"20"
"us6","w2",2025-07-18,2025-07-18 12:00:00,77.7,"20"
"us6","w2",2025-07-18,2025-07-18 12:15:00,74.7,"20"
"us6","w2",2025-07-18,2025-07-18 12:30:00,75.3,"20"
"us6","w2",2025-07-18,2025-07-18 12:45:00,75,"20"
"us6","w2",2025-07-18,2025-07-18 13:00:00,76,"20"
"us6","w2",2025-07-18,2025-07-18 13:15:00,77.6,"20"
"us6","w2",2025-07-18,2025-07-18 13:30:00,76,"20"
"us6","w2",2025-07-18,2025-07-18 13:45:00,75.8,"20"
"us6","w2",2025-07-18,2025-07-18 14:00:00,73.3,"20"
"us6","w2",2025-07-18,2025-07-18 14:15:00,80.6,"20"
"us6","w2",2025-07-18,2025-07-18 14:30:00,79.7,"20"
"us6","w2",2025-07-18,2025-07-18 14:45:00,73,"20"
"us6","w2",2025-07-18,2025-07-18 15:00:00,76.4,"20"
"us6","w2",2025-07-18,2025-07-18 15:15:00,76.3,"20"
"us6","w2",2025-07-18,2025-07-18 15:30:00,75.7,"20"
"us6","w2",2025-07-18,2025-07-18 15:45:00,77.5,"20"
"us6","w2",2025-07-18,2025-07-18 16:00:00,76.3,"20"
"us6","w2",2025-07-18,2025-07-18 16:15:00,74,"20"
"us6","w2",2025-07-18,2025-07-18 16:30:00,75.7,"20"
"us6","w2",2025-07-18,2025-07-18 16:45:00,75.3,"20"
"i70","w1",2025-07-29,2025-07-29 11:30:00,79.5,"20"
"i70","w1",2025-07-29,2025-07-29 11:45:00,76,"20"
"i70","w1",2025-07-29,2025-07-29 12:00:00,79.5,"20"
"i70","w1",2025-07-29,2025-07-29 12:15:00,83.7,"20"
"i70","w1",2025-07-29,2025-07-29 12:30:00,85,"20"
"i70","w1",2025-07-29,2025-07-29 12:45:00,80,"20"
"i70","w1",2025-07-29,2025-07-29 13:00:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 13:15:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 13:30:00,82.5,"20"
"i70","w1",2025-07-29,2025-07-29 13:45:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 14:00:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 14:15:00,84,"20"
"i70","w1",2025-07-29,2025-07-29 14:30:00,85,"20"
"i70","w1",2025-07-29,2025-07-29 14:45:00,84,"20"
"i70","w1",2025-07-29,2025-07-29 15:00:00,82,"20"
"i70","w1",2025-07-29,2025-07-29 15:15:00,82,"20"
"i70","w1",2025-07-29,2025-07-29 15:30:00,84,"20"
"i70","w1",2025-07-29,2025-07-29 15:45:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 16:00:00,80.5,"20"
"i70","w1",2025-07-29,2025-07-29 16:15:00,85,"20"
"i70","w1",2025-07-29,2025-07-29 16:30:00,81,"20"
"i70","w1",2025-07-29,2025-07-29 16:45:00,87,"20"
"i70","w1",2025-07-29,2025-07-29 17:00:00,83,"20"
"i70","w1",2025-07-29,2025-07-29 17:15:00,82,"20"
"i70","w1",2025-07-29,2025-07-29 17:30:00,82.5,"20"
"i70","w2",2025-07-29,2025-07-29 11:45:00,70.5,"20"
"i70","w2",2025-07-29,2025-07-29 12:00:00,74,"20"
"i70","w2",2025-07-29,2025-07-29 12:15:00,77,"20"
"i70","w2",2025-07-29,2025-07-29 12:30:00,80,"20"
"i70","w2",2025-07-29,2025-07-29 12:45:00,75,"20"
"i70","w2",2025-07-29,2025-07-29 13:00:00,76,"20"
"i70","w2",2025-07-29,2025-07-29 13:15:00,77.3,"20"
"i70","w2",2025-07-29,2025-07-29 13:30:00,75.7,"20"
"i70","w2",2025-07-29,2025-07-29 13:45:00,77.5,"20"
"i70","w2",2025-07-29,2025-07-29 14:00:00,71,"20"
"i70","w2",2025-07-29,2025-07-29 14:15:00,77,"20"
"i70","w2",2025-07-29,2025-07-29 14:30:00,77.7,"20"
"i70","w2",2025-07-29,2025-07-29 14:45:00,78,"20"
"i70","w2",2025-07-29,2025-07-29 15:00:00,79,"20"
"i70","w2",2025-07-29,2025-07-29 15:15:00,77,"20"
"i70","w2",2025-07-29,2025-07-29 15:30:00,77.3,"20"
"i70","w2",2025-07-29,2025-07-29 15:45:00,77.7,"20"
"i70","w2",2025-07-29,2025-07-29 16:00:00,77,"20"
"i70","w2",2025-07-29,2025-07-29 16:15:00,75,"20"
"i70","w2",2025-07-29,2025-07-29 16:30:00,79.5,"20"
"i70","w2",2025-07-29,2025-07-29 16:45:00,81,"20"
"i70","w2",2025-07-29,2025-07-29 17:00:00,78,"20"
"i70","w2",2025-07-29,2025-07-29 17:15:00,78.5,"20"
"i70","w2",2025-07-29,2025-07-29 17:30:00,79.7,"20"
"i70","w1",2025-07-30,2025-07-30 10:00:00,78,"0"
"i70","w1",2025-07-30,2025-07-30 10:15:00,82,"0"
"i70","w1",2025-07-30,2025-07-30 10:30:00,86,"0"
"i70","w1",2025-07-30,2025-07-30 10:45:00,83,"0"
"i70","w1",2025-07-30,2025-07-30 11:00:00,80,"0"
"i70","w1",2025-07-30,2025-07-30 11:15:00,81.7,"0"
"i70","w1",2025-07-30,2025-07-30 11:30:00,80,"0"
"i70","w1",2025-07-30,2025-07-30 11:45:00,80.5,"0"
"i70","w1",2025-07-30,2025-07-30 12:00:00,83,"0"
"i70","w1",2025-07-30,2025-07-30 12:15:00,83.5,"0"
"i70","w1",2025-07-30,2025-07-30 12:30:00,83,"0"
"i70","w1",2025-07-30,2025-07-30 12:45:00,81,"0"
"i70","w1",2025-07-30,2025-07-30 13:00:00,81.5,"0"
"i70","w1",2025-07-30,2025-07-30 13:15:00,86,"0"
"i70","w1",2025-07-30,2025-07-30 13:30:00,80.5,"0"
"i70","w1",2025-07-30,2025-07-30 13:45:00,77.5,"0"
"i70","w1",2025-07-30,2025-07-30 14:00:00,81.5,"0"
"i70","w1",2025-07-30,2025-07-30 14:15:00,79,"0"
"i70","w1",2025-07-30,2025-07-30 14:30:00,75,"0"
"i70","w1",2025-07-30,2025-07-30 14:45:00,82,"0"
"i70","w1",2025-07-30,2025-07-30 15:00:00,81,"0"
"i70","w1",2025-07-30,2025-07-30 15:15:00,83,"0"
"i70","w1",2025-07-30,2025-07-30 15:30:00,81,"0"
"i70","w1",2025-07-30,2025-07-30 15:45:00,81,"0"
"i70","w1",2025-07-30,2025-07-30 16:00:00,84,"0"
"i70","w1",2025-07-30,2025-07-30 16:15:00,81.7,"0"
"i70","w1",2025-07-30,2025-07-30 16:30:00,81.8,"0"
"i70","w1",2025-07-30,2025-07-30 16:45:00,81,"0"
"i70","w1",2025-07-30,2025-07-30 17:00:00,88,"0"
"i70","w2",2025-07-30,2025-07-30 10:15:00,74.3,"0"
"i70","w2",2025-07-30,2025-07-30 10:30:00,78,"0"
"i70","w2",2025-07-30,2025-07-30 10:45:00,76,"0"
"i70","w2",2025-07-30,2025-07-30 11:00:00,76,"0"
"i70","w2",2025-07-30,2025-07-30 11:15:00,76.5,"0"
"i70","w2",2025-07-30,2025-07-30 11:30:00,77,"0"
"i70","w2",2025-07-30,2025-07-30 11:45:00,74,"0"
"i70","w2",2025-07-30,2025-07-30 12:00:00,82,"0"
"i70","w2",2025-07-30,2025-07-30 12:15:00,80,"0"
"i70","w2",2025-07-30,2025-07-30 12:30:00,79.5,"0"
"i70","w2",2025-07-30,2025-07-30 12:45:00,80.5,"0"
"i70","w2",2025-07-30,2025-07-30 13:00:00,79.7,"0"
"i70","w2",2025-07-30,2025-07-30 13:15:00,75.8,"0"
"i70","w2",2025-07-30,2025-07-30 13:30:00,79,"0"
"i70","w2",2025-07-30,2025-07-30 13:45:00,78,"0"
"i70","w2",2025-07-30,2025-07-30 14:00:00,78.7,"0"
"i70","w2",2025-07-30,2025-07-30 14:15:00,78.5,"0"
"i70","w2",2025-07-30,2025-07-30 14:30:00,73,"0"
"i70","w2",2025-07-30,2025-07-30 14:45:00,79,"0"
"i70","w2",2025-07-30,2025-07-30 15:00:00,78,"0"
"i70","w2",2025-07-30,2025-07-30 15:15:00,76,"0"
"i70","w2",2025-07-30,2025-07-30 15:30:00,77.6,"0"
"i70","w2",2025-07-30,2025-07-30 15:45:00,77,"0"
"i70","w2",2025-07-30,2025-07-30 16:00:00,78.7,"0"
"i70","w2",2025-07-30,2025-07-30 16:15:00,76.5,"0"
"i70","w2",2025-07-30,2025-07-30 16:30:00,76.3,"0"
"i70","w2",2025-07-30,2025-07-30 16:45:00,77,"0"
"i70","w2",2025-07-30,2025-07-30 17:00:00,79.3,"0"
"i70","w1",2025-07-31,2025-07-31 10:00:00,74,"35"
"i70","w1",2025-07-31,2025-07-31 10:15:00,79.3,"35"
"i70","w1",2025-07-31,2025-07-31 10:30:00,82,"35"
"i70","w1",2025-07-31,2025-07-31 10:45:00,78.3,"35"
"i70","w1",2025-07-31,2025-07-31 11:00:00,77,"35"
"i70","w1",2025-07-31,2025-07-31 11:15:00,84,"35"
"i70","w1",2025-07-31,2025-07-31 11:30:00,76,"35"
"i70","w1",2025-07-31,2025-07-31 11:45:00,79,"35"
"i70","w1",2025-07-31,2025-07-31 12:00:00,79.5,"35"
"i70","w1",2025-07-31,2025-07-31 12:15:00,77,"35"
"i70","w1",2025-07-31,2025-07-31 12:30:00,84.5,"35"
"i70","w1",2025-07-31,2025-07-31 12:45:00,82,"35"
"i70","w1",2025-07-31,2025-07-31 13:00:00,81,"35"
"i70","w1",2025-07-31,2025-07-31 13:15:00,79.5,"35"
"i70","w1",2025-07-31,2025-07-31 13:30:00,78,"35"
"i70","w1",2025-07-31,2025-07-31 13:45:00,83,"35"
"i70","w1",2025-07-31,2025-07-31 14:00:00,78,"35"
"i70","w1",2025-07-31,2025-07-31 14:15:00,76,"35"
"i70","w1",2025-07-31,2025-07-31 14:30:00,80,"35"
"i70","w1",2025-07-31,2025-07-31 14:45:00,77.5,"35"
"i70","w1",2025-07-31,2025-07-31 15:00:00,79,"35"
"i70","w1",2025-07-31,2025-07-31 15:15:00,79,"35"
"i70","w1",2025-07-31,2025-07-31 15:30:00,79,"35"
"i70","w1",2025-07-31,2025-07-31 15:45:00,80.7,"35"
"i70","w1",2025-07-31,2025-07-31 16:00:00,79.5,"35"
"i70","w1",2025-07-31,2025-07-31 16:15:00,77,"35"
"i70","w1",2025-07-31,2025-07-31 16:30:00,81,"35"
"i70","w1",2025-07-31,2025-07-31 16:45:00,82.5,"35"
"i70","w1",2025-07-31,2025-07-31 17:00:00,82.5,"35"
"i70","w2",2025-07-31,2025-07-31 10:15:00,78,"35"
"i70","w2",2025-07-31,2025-07-31 10:30:00,77.7,"35"
"i70","w2",2025-07-31,2025-07-31 10:45:00,78,"35"
"i70","w2",2025-07-31,2025-07-31 11:00:00,81,"35"
"i70","w2",2025-07-31,2025-07-31 11:15:00,81,"35"
"i70","w2",2025-07-31,2025-07-31 11:30:00,72,"35"
"i70","w2",2025-07-31,2025-07-31 11:45:00,75.5,"35"
"i70","w2",2025-07-31,2025-07-31 12:00:00,82.5,"35"
"i70","w2",2025-07-31,2025-07-31 12:15:00,76.5,"35"
"i70","w2",2025-07-31,2025-07-31 12:30:00,76,"35"
"i70","w2",2025-07-31,2025-07-31 12:45:00,77.3,"35"
"i70","w2",2025-07-31,2025-07-31 13:00:00,79.3,"35"
"i70","w2",2025-07-31,2025-07-31 13:15:00,76,"35"
"i70","w2",2025-07-31,2025-07-31 13:30:00,75,"35"
"i70","w2",2025-07-31,2025-07-31 13:45:00,76.3,"35"
"i70","w2",2025-07-31,2025-07-31 14:00:00,78.7,"35"
"i70","w2",2025-07-31,2025-07-31 14:15:00,76.3,"35"
"i70","w2",2025-07-31,2025-07-31 14:30:00,77.3,"35"
"i70","w2",2025-07-31,2025-07-31 14:45:00,76,"35"
"i70","w2",2025-07-31,2025-07-31 15:00:00,76,"35"
"i70","w2",2025-07-31,2025-07-31 15:15:00,72.5,"35"
"i70","w2",2025-07-31,2025-07-31 15:30:00,76,"35"
"i70","w2",2025-07-31,2025-07-31 15:45:00,76.3,"35"
"i70","w2",2025-07-31,2025-07-31 16:00:00,77,"35"
"i70","w2",2025-07-31,2025-07-31 16:15:00,73,"35"
"i70","w2",2025-07-31,2025-07-31 16:30:00,81,"35"
"i70","w2",2025-07-31,2025-07-31 16:45:00,77.3,"35"
"i70","w2",2025-07-31,2025-07-31 17:00:00,75,"35"
"i70","w1",2025-08-01,2025-08-01 11:00:00,85,"50"
"i70","w1",2025-08-01,2025-08-01 11:15:00,84,"50"
"i70","w1",2025-08-01,2025-08-01 11:30:00,84.5,"50"
"i70","w1",2025-08-01,2025-08-01 11:45:00,85,"50"
"i70","w1",2025-08-01,2025-08-01 12:00:00,83,"50"
"i70","w1",2025-08-01,2025-08-01 12:15:00,83.5,"50"
"i70","w1",2025-08-01,2025-08-01 12:30:00,82,"50"
"i70","w1",2025-08-01,2025-08-01 12:45:00,86,"50"
"i70","w1",2025-08-01,2025-08-01 13:00:00,85,"50"
"i70","w1",2025-08-01,2025-08-01 13:15:00,83.3,"50"
"i70","w1",2025-08-01,2025-08-01 13:30:00,83,"50"
"i70","w1",2025-08-01,2025-08-01 13:45:00,81,"50"
"i70","w1",2025-08-01,2025-08-01 14:00:00,85,"50"
"i70","w1",2025-08-01,2025-08-01 14:15:00,87.3,"50"
"i70","w1",2025-08-01,2025-08-01 14:30:00,87,"50"
"i70","w1",2025-08-01,2025-08-01 14:45:00,85.6,"50"
"i70","w1",2025-08-01,2025-08-01 15:00:00,85.5,"50"
"i70","w1",2025-08-01,2025-08-01 15:15:00,82.5,"50"
"i70","w1",2025-08-01,2025-08-01 15:30:00,84.7,"50"
"i70","w1",2025-08-01,2025-08-01 15:45:00,84,"50"
"i70","w1",2025-08-01,2025-08-01 16:00:00,84.5,"50"
"i70","w1",2025-08-01,2025-08-01 16:15:00,82,"50"
"i70","w1",2025-08-01,2025-08-01 16:30:00,94,"50"
"i70","w1",2025-08-01,2025-08-01 16:45:00,88,"50"
"i70","w1",2025-08-01,2025-08-01 17:00:00,81,"50"
"i70","w2",2025-08-01,2025-08-01 11:00:00,79,"50"
"i70","w2",2025-08-01,2025-08-01 11:15:00,81.4,"50"
"i70","w2",2025-08-01,2025-08-01 11:30:00,81,"50"
"i70","w2",2025-08-01,2025-08-01 11:45:00,78.5,"50"
"i70","w2",2025-08-01,2025-08-01 12:00:00,79.5,"50"
"i70","w2",2025-08-01,2025-08-01 12:15:00,74.4,"50"
"i70","w2",2025-08-01,2025-08-01 12:30:00,77,"50"
"i70","w2",2025-08-01,2025-08-01 12:45:00,80.5,"50"
"i70","w2",2025-08-01,2025-08-01 13:00:00,80,"50"
"i70","w2",2025-08-01,2025-08-01 13:15:00,75.5,"50"
"i70","w2",2025-08-01,2025-08-01 13:30:00,78.3,"50"
"i70","w2",2025-08-01,2025-08-01 13:45:00,80,"50"
"i70","w2",2025-08-01,2025-08-01 14:00:00,75.5,"50"
"i70","w2",2025-08-01,2025-08-01 14:15:00,77,"50"
"i70","w2",2025-08-01,2025-08-01 14:30:00,77,"50"
"i70","w2",2025-08-01,2025-08-01 14:45:00,76,"50"
"i70","w2",2025-08-01,2025-08-01 15:00:00,79,"50"
"i70","w2",2025-08-01,2025-08-01 15:15:00,74.6,"50"
"i70","w2",2025-08-01,2025-08-01 15:30:00,78,"50"
"i70","w2",2025-08-01,2025-08-01 15:45:00,78,"50"
"i70","w2",2025-08-01,2025-08-01 16:00:00,80.5,"50"
"i70","w2",2025-08-01,2025-08-01 16:15:00,76,"50"
"i70","w2",2025-08-01,2025-08-01 16:30:00,79.7,"50"
"i70","w2",2025-08-01,2025-08-01 16:45:00,80,"50"
"i70","w2",2025-08-01,2025-08-01 17:00:00,77,"50"
"us191","w1",2025-08-05,2025-08-05 10:15:00,55,"40"
"us191","w1",2025-08-05,2025-08-05 10:30:00,59,"40"
"us191","w1",2025-08-05,2025-08-05 10:45:00,55,"40"
"us191","w1",2025-08-05,2025-08-05 11:00:00,58,"40"
"us191","w1",2025-08-05,2025-08-05 11:15:00,58,"40"
"us191","w1",2025-08-05,2025-08-05 11:30:00,66,"40"
"us191","w1",2025-08-05,2025-08-05 11:45:00,52,"40"
"us191","w1",2025-08-05,2025-08-05 12:00:00,56,"40"
"us191","w1",2025-08-05,2025-08-05 12:15:00,59.5,"40"
"us191","w1",2025-08-05,2025-08-05 12:30:00,55,"40"
"us191","w1",2025-08-05,2025-08-05 12:45:00,65,"40"
"us191","w1",2025-08-05,2025-08-05 13:00:00,56,"40"
"us191","w1",2025-08-05,2025-08-05 13:15:00,54,"40"
"us191","w1",2025-08-05,2025-08-05 13:30:00,57,"40"
"us191","w1",2025-08-05,2025-08-05 13:45:00,61,"40"
"us191","w1",2025-08-05,2025-08-05 14:00:00,55,"40"
"us191","w1",2025-08-05,2025-08-05 14:15:00,58,"40"
"us191","w1",2025-08-05,2025-08-05 14:30:00,66.5,"40"
"us191","w1",2025-08-05,2025-08-05 14:45:00,57.5,"40"
"us191","w1",2025-08-05,2025-08-05 15:00:00,59.7,"40"
"us191","w1",2025-08-05,2025-08-05 15:15:00,60,"40"
"us191","w1",2025-08-05,2025-08-05 15:30:00,56,"40"
"us191","w1",2025-08-05,2025-08-05 15:45:00,60,"40"
"us191","w1",2025-08-05,2025-08-05 16:00:00,57,"40"
"us191","w1",2025-08-05,2025-08-05 16:15:00,63,"40"
"us191","w1",2025-08-05,2025-08-05 16:30:00,55.5,"40"
"us191","w1",2025-08-05,2025-08-05 16:45:00,53,"40"
"us191","w1",2025-08-05,2025-08-05 17:00:00,54,"40"
"us191","w1",2025-08-05,2025-08-05 17:15:00,58,"40"
"us191","w1",2025-08-05,2025-08-05 17:30:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 10:30:00,62,"40"
"us191","w2",2025-08-05,2025-08-05 10:45:00,57,"40"
"us191","w2",2025-08-05,2025-08-05 11:00:00,58.5,"40"
"us191","w2",2025-08-05,2025-08-05 11:15:00,57,"40"
"us191","w2",2025-08-05,2025-08-05 11:30:00,55,"40"
"us191","w2",2025-08-05,2025-08-05 11:45:00,56,"40"
"us191","w2",2025-08-05,2025-08-05 12:00:00,59,"40"
"us191","w2",2025-08-05,2025-08-05 12:15:00,62,"40"
"us191","w2",2025-08-05,2025-08-05 12:30:00,54,"40"
"us191","w2",2025-08-05,2025-08-05 12:45:00,62,"40"
"us191","w2",2025-08-05,2025-08-05 13:00:00,62,"40"
"us191","w2",2025-08-05,2025-08-05 13:15:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 13:30:00,55,"40"
"us191","w2",2025-08-05,2025-08-05 13:45:00,63,"40"
"us191","w2",2025-08-05,2025-08-05 14:00:00,57.5,"40"
"us191","w2",2025-08-05,2025-08-05 14:15:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 14:30:00,64,"40"
"us191","w2",2025-08-05,2025-08-05 14:45:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 15:00:00,59.5,"40"
"us191","w2",2025-08-05,2025-08-05 15:15:00,69,"40"
"us191","w2",2025-08-05,2025-08-05 15:30:00,56.5,"40"
"us191","w2",2025-08-05,2025-08-05 15:45:00,64,"40"
"us191","w2",2025-08-05,2025-08-05 16:00:00,57,"40"
"us191","w2",2025-08-05,2025-08-05 16:15:00,65,"40"
"us191","w2",2025-08-05,2025-08-05 16:30:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 16:45:00,54,"40"
"us191","w2",2025-08-05,2025-08-05 17:00:00,60,"40"
"us191","w2",2025-08-05,2025-08-05 17:15:00,60,"40"
"us191","w2",2025-08-05,2025-08-05 17:30:00,61,"40"
"us191","w2",2025-08-05,2025-08-05 17:45:00,70,"40"
"us191","w1",2025-08-06,2025-08-06 10:15:00,53,"0"
"us191","w1",2025-08-06,2025-08-06 10:30:00,61,"0"
"us191","w1",2025-08-06,2025-08-06 10:45:00,58,"0"
"us191","w1",2025-08-06,2025-08-06 11:00:00,54,"0"
"us191","w1",2025-08-06,2025-08-06 11:15:00,58,"0"
"us191","w1",2025-08-06,2025-08-06 11:30:00,63.5,"0"
"us191","w1",2025-08-06,2025-08-06 11:45:00,60.5,"0"
"us191","w1",2025-08-06,2025-08-06 12:00:00,60.5,"0"
"us191","w1",2025-08-06,2025-08-06 12:15:00,51,"0"
"us191","w1",2025-08-06,2025-08-06 12:30:00,62,"0"
"us191","w1",2025-08-06,2025-08-06 12:45:00,59,"0"
"us191","w1",2025-08-06,2025-08-06 13:00:00,64.5,"0"
"us191","w1",2025-08-06,2025-08-06 13:15:00,56,"0"
"us191","w1",2025-08-06,2025-08-06 13:30:00,54,"0"
"us191","w1",2025-08-06,2025-08-06 13:45:00,64,"0"
"us191","w1",2025-08-06,2025-08-06 14:00:00,58.7,"0"
"us191","w1",2025-08-06,2025-08-06 14:15:00,57,"0"
"us191","w1",2025-08-06,2025-08-06 14:30:00,58,"0"
"us191","w1",2025-08-06,2025-08-06 14:45:00,53.3,"0"
"us191","w1",2025-08-06,2025-08-06 15:00:00,65,"0"
"us191","w1",2025-08-06,2025-08-06 15:15:00,61,"0"
"us191","w1",2025-08-06,2025-08-06 15:30:00,55.5,"0"
"us191","w1",2025-08-06,2025-08-06 15:45:00,55,"0"
"us191","w1",2025-08-06,2025-08-06 16:00:00,62,"0"
"us191","w1",2025-08-06,2025-08-06 16:15:00,62,"0"
"us191","w1",2025-08-06,2025-08-06 16:30:00,56,"0"
"us191","w1",2025-08-06,2025-08-06 16:45:00,51,"0"
"us191","w1",2025-08-06,2025-08-06 17:00:00,58,"0"
"us191","w1",2025-08-06,2025-08-06 17:15:00,61,"0"
"us191","w1",2025-08-06,2025-08-06 17:30:00,64,"0"
"us191","w2",2025-08-06,2025-08-06 10:45:00,61,"0"
"us191","w2",2025-08-06,2025-08-06 11:00:00,52.5,"0"
"us191","w2",2025-08-06,2025-08-06 11:15:00,64,"0"
"us191","w2",2025-08-06,2025-08-06 11:30:00,62.5,"0"
"us191","w2",2025-08-06,2025-08-06 11:45:00,60.5,"0"
"us191","w2",2025-08-06,2025-08-06 12:00:00,67,"0"
"us191","w2",2025-08-06,2025-08-06 12:15:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 12:30:00,59.3,"0"
"us191","w2",2025-08-06,2025-08-06 12:45:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 13:00:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 13:15:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 13:30:00,55.5,"0"
"us191","w2",2025-08-06,2025-08-06 13:45:00,55,"0"
"us191","w2",2025-08-06,2025-08-06 14:00:00,63.5,"0"
"us191","w2",2025-08-06,2025-08-06 14:15:00,55,"0"
"us191","w2",2025-08-06,2025-08-06 14:30:00,61,"0"
"us191","w2",2025-08-06,2025-08-06 14:45:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 15:00:00,53,"0"
"us191","w2",2025-08-06,2025-08-06 15:15:00,60,"0"
"us191","w2",2025-08-06,2025-08-06 15:30:00,61.5,"0"
"us191","w2",2025-08-06,2025-08-06 15:45:00,57,"0"
"us191","w2",2025-08-06,2025-08-06 16:00:00,58.7,"0"
"us191","w2",2025-08-06,2025-08-06 16:15:00,64,"0"
"us191","w2",2025-08-06,2025-08-06 16:30:00,60,"0"
"us191","w2",2025-08-06,2025-08-06 16:45:00,55,"0"
"us191","w2",2025-08-06,2025-08-06 17:00:00,56,"0"
"us191","w2",2025-08-06,2025-08-06 17:15:00,60,"0"
"us191","w2",2025-08-06,2025-08-06 17:30:00,69,"0"
"us191","w1",2025-08-07,2025-08-07 10:00:00,56,"20"
"us191","w1",2025-08-07,2025-08-07 10:15:00,58.5,"20"
"us191","w1",2025-08-07,2025-08-07 10:30:00,57.5,"20"
"us191","w1",2025-08-07,2025-08-07 10:45:00,57,"20"
"us191","w1",2025-08-07,2025-08-07 11:00:00,66,"20"
"us191","w1",2025-08-07,2025-08-07 11:15:00,64,"20"
"us191","w1",2025-08-07,2025-08-07 11:30:00,53,"20"
"us191","w1",2025-08-07,2025-08-07 11:45:00,62,"20"
"us191","w1",2025-08-07,2025-08-07 12:00:00,57,"20"
"us191","w1",2025-08-07,2025-08-07 12:15:00,57,"20"
"us191","w1",2025-08-07,2025-08-07 12:30:00,55,"20"
"us191","w1",2025-08-07,2025-08-07 12:45:00,51,"20"
"us191","w1",2025-08-07,2025-08-07 13:00:00,51.5,"20"
"us191","w1",2025-08-07,2025-08-07 13:15:00,56,"20"
"us191","w1",2025-08-07,2025-08-07 13:30:00,60,"20"
"us191","w1",2025-08-07,2025-08-07 13:45:00,58.5,"20"
"us191","w1",2025-08-07,2025-08-07 14:00:00,59.5,"20"
