"site","unit","date","time","speed_85","strip_spacing"
"us191","w1",2025-08-07,2025-08-07 14:15:00,55,"20"
"us191","w1",2025-08-07,2025-08-07 14:30:00,58,"20"
"us191","w1",2025-08-07,2025-08-07 14:45:00,53,"20"
"us191","w1",2025-08-07,2025-08-07 15:00:00,56,"20"
"us191","w1",2025-08-07,2025-08-07 15:15:00,56.5,"20"
"us191","w1",2025-08-07,2025-08-07 15:30:00,58.5,"20"
"us191","w1",2025-08-07,2025-08-07 15:45:00,59,"20"
"us191","w1",2025-08-07,2025-08-07 16:00:00,57,"20"
"us191","w1",2025-08-07,2025-08-07 16:15:00,55.5,"20"
"us191","w1",2025-08-07,2025-08-07 16:30:00,62,"20"
"us191","w1",2025-08-07,2025-08-07 16:45:00,64,"20"
"us191","w1",2025-08-07,2025-08-07 17:00:00,62,"20"
"us191","w2",2025-08-07,2025-08-07 10:15:00,57.5,"20"
"us191","w2",2025-08-07,2025-08-07 10:30:00,57,"20"
"us191","w2",2025-08-07,2025-08-07 10:45:00,55,"20"
"us191","w2",2025-08-07,2025-08-07 11:00:00,58,"20"
"us191","w2",2025-08-07,2025-08-07 11:15:00,58,"20"
"us191","w2",2025-08-07,2025-08-07 11:30:00,52.5,"20"
"us191","w2",2025-08-07,2025-08-07 11:45:00,54.5,"20"
"us191","w2",2025-08-07,2025-08-07 12:00:00,58,"20"
"us191","w2",2025-08-07,2025-08-07 12:15:00,56,"20"
"us191","w2",2025-08-07,2025-08-07 12:30:00,53,"20"
"us191","w2",2025-08-07,2025-08-07 12:45:00,52,"20"
"us191","w2",2025-08-07,2025-08-07 13:00:00,53,"20"
"us191","w2",2025-08-07,2025-08-07 13:15:00,52.5,"20"
"us191","w2",2025-08-07,2025-08-07 13:30:00,55.5,"20"
"us191","w2",2025-08-07,2025-08-07 13:45:00,52.7,"20"
"us191","w2",2025-08-07,2025-08-07 14:00:00,53,"20"
"us191","w2",2025-08-07,2025-08-07 14:15:00,55,"20"
"us191","w2",2025-08-07,2025-08-07 14:30:00,55.5,"20"
"us191","w2",2025-08-07,2025-08-07 14:45:00,56,"20"
"us191","w2",2025-08-07,2025-08-07 15:00:00,55,"20"
"us191","w2",2025-08-07,2025-08-07 15:15:00,58,"20"
"us191","w2",2025-08-07,2025-08-07 15:30:00,54,"20"
"us191","w2",2025-08-07,2025-08-07 15:45:00,60,"20"
"us191","w2",2025-08-07,2025-08-07 16:00:00,57,"20"
"us191","w2",2025-08-07,2025-08-07 16:15:00,52,"20"
"us191","w2",2025-08-07,2025-08-07 16:30:00,59,"20"
"us191","w2",2025-08-07,2025-08-07 16:45:00,54.7,"20"
"us191","w2",2025-08-07,2025-08-07 17:00:00,60,"20"
"us191","w2",2025-08-07,2025-08-07 17:15:00,60,"20"
"us191","w2",2025-08-07,2025-08-07 17:30:00,55.5,"20"
"us191","w2",2025-08-07,2025-08-07 17:45:00,68.5,"20"
"us191","w1",2025-08-08,2025-08-08 10:00:00,53,"30"
"us191","w1",2025-08-08,2025-08-08 10:15:00,54,"30"
"us191","w1",2025-08-08,2025-08-08 10:30:00,62,"30"
"us191","w1",2025-08-08,2025-08-08 10:45:00,60,"30"
"us191","w1",2025-08-08,2025-08-08 11:00:00,66,"30"
"us191","w1",2025-08-08,2025-08-08 11:15:00,54,"30"
"us191","w1",2025-08-08,2025-08-08 11:30:00,52.7,"30"
"us191","w1",2025-08-08,2025-08-08 11:45:00,57,"30"
"us191","w1",2025-08-08,2025-08-08 12:00:00,52,"30"
"us191","w1",2025-08-08,2025-08-08 12:15:00,63,"30"
"us191","w1",2025-08-08,2025-08-08 12:30:00,59,"30"
"us191","w1",2025-08-08,2025-08-08 12:45:00,58,"30"
"us191","w1",2025-08-08,2025-08-08 13:00:00,51,"30"
"us191","w1",2025-08-08,2025-08-08 13:15:00,63,"30"
"us191","w1",2025-08-08,2025-08-08 13:30:00,55,"30"
"us191","w1",2025-08-08,2025-08-08 13:45:00,62,"30"
"us191","w1",2025-08-08,2025-08-08 14:00:00,57,"30"
"us191","w1",2025-08-08,2025-08-08 14:15:00,59,"30"
"us191","w1",2025-08-08,2025-08-08 14:30:00,67,"30"
"us191","w1",2025-08-08,2025-08-08 14:45:00,60,"30"
"us191","w1",2025-08-08,2025-08-08 15:00:00,62,"30"
"us191","w1",2025-08-08,2025-08-08 15:15:00,57,"30"
"us191","w1",2025-08-08,2025-08-08 15:30:00,62,"30"
"us191","w1",2025-08-08,2025-08-08 15:45:00,64,"30"
"us191","w1",2025-08-08,2025-08-08 16:00:00,57,"30"
"us191","w1",2025-08-08,2025-08-08 16:15:00,54,"30"
"us191","w1",2025-08-08,2025-08-08 16:30:00,64,"30"
"us191","w1",2025-08-08,2025-08-08 16:45:00,68,"30"
"us191","w1",2025-08-08,2025-08-08 17:00:00,61.5,"30"
"us191","w1",2025-08-08,2025-08-08 17:15:00,64,"30"
"us191","w2",2025-08-08,2025-08-08 10:15:00,53,"30"
"us191","w2",2025-08-08,2025-08-08 10:30:00,60,"30"
"us191","w2",2025-08-08,2025-08-08 10:45:00,61,"30"
"us191","w2",2025-08-08,2025-08-08 11:00:00,78,"30"
"us191","w2",2025-08-08,2025-08-08 11:15:00,57,"30"
"us191","w2",2025-08-08,2025-08-08 11:30:00,56.5,"30"
"us191","w2",2025-08-08,2025-08-08 11:45:00,63,"30"
"us191","w2",2025-08-08,2025-08-08 12:00:00,55,"30"
"us191","w2",2025-08-08,2025-08-08 12:15:00,59,"30"
"us191","w2",2025-08-08,2025-08-08 12:30:00,66,"30"
"us191","w2",2025-08-08,2025-08-08 12:45:00,62,"30"
"us191","w2",2025-08-08,2025-08-08 13:00:00,58.5,"30"
"us191","w2",2025-08-08,2025-08-08 13:15:00,63.5,"30"
"us191","w2",2025-08-08,2025-08-08 13:30:00,59,"30"
"us191","w2",2025-08-08,2025-08-08 13:45:00,62,"30"
"us191","w2",2025-08-08,2025-08-08 14:00:00,62,"30"
"us191","w2",2025-08-08,2025-08-08 14:15:00,61.3,"30"
"us191","w2",2025-08-08,2025-08-08 14:30:00,68,"30"
"us191","w2",2025-08-08,2025-08-08 14:45:00,70.3,"30"
"us191","w2",2025-08-08,2025-08-08 15:00:00,67,"30"
"us191","w2",2025-08-08,2025-08-08 15:15:00,59,"30"
"us191","w2",2025-08-08,2025-08-08 15:30:00,62,"30"
"us191","w2",2025-08-08,2025-08-08 15:45:00,65,"30"
"us191","w2",2025-08-08,2025-08-08 16:00:00,59.5,"30"
"us191","w2",2025-08-08,2025-08-08 16:15:00,73,"30"
"us191","w2",2025-08-08,2025-08-08 16:30:00,67.5,"30"
"us191","w2",2025-08-08,2025-08-08 16:45:00,73,"30"
"us191","w2",2025-08-08,2025-08-08 17:00:00,64,"30"
"us191","w2",2025-08-08,2025-08-08 17:15:00,68,"30"
